MLS No,Status,DOM,Address,Unit,City,Area,LP,SP,Building Type,SqFt,Bedrooms,Baths,Baths Partial,Gar,GarSp,YrBlt,Acres,Lot SqFt,HOA Fee,HOA Fees Freq,Close Date,Age,APN,Census Tract,City Transfer Tax,Class,Co List Agent BRE Num.,Co Sell Agent BRE Num.,Comp to Selling Office,Comp Type,County,Cumulative DOMLS,Days On MLS,General Date,Dist/Neighborhood/Subdiv,Dual Variable,Fireplaces,Floor Unit is on,Foreclosure Status,HOA,How Sold,Input Date,List $/SqFt,List Agent BRE Num.,List Date,Listing Broker BRE Number,Listing Type,Number of offers,Off Market Date,Original Price,Pending Date,Pending Litigation,Occ%,Point of Sale Ordinance,Pool (Y/N),Previous Price,Price,Price Date,Price/SqFt,Rooms Total,Sale $/SqFt,Sale COOP,Sale/Last List $,Sale/Original $,Sale/Rent,Selling Broker BRE Number,Sold Agent BRE Num.,Tax ID,TIC % Owner Offered,Units in Complex,Update Date,Source,Special Information,State,Status Date,Stories,Zip,Zoning,Co-List Agent - Agent Name,Co-List Agent - License ID,Co-Sell Agent - Agent Name,Co-Sell Agent - License ID,Listing Agent - Agent Name,Listing Agent - License ID,Selling Agent 1 - Agent Name,Selling Agent 1 - License ID
28460390,WC,26,6630 MACARTHUR BL,10,OAKLAND,2610,"$49,900 ",,DE,808,2,1,0,Y,1,1966,0.71,"30,900",127,M,,47,037A275511700,,Yes,RESIDENTIAL,,,4%,,Alameda,27,27,8/31/1998,,No,0,0,,Yes,,8/4/1998 22:00,$61 ,,8/5/1998,,Excl Right,,8/31/1998,"$49,900 ",,No,50,No,No,$0 ,"$49,900 ",,$61.76 ,4,,,,,For Sale,,,037A275511700,0,20,7/1/2016,Public Records,,CA,8/31/1998,Two Story,94605,,,,,,MAUREEN CONNOR,1108687,,
27502234,WC,266,425 W ORANGE ST,103,OAKLAND,2610,"$50,000 ",,DE,559,1,1,0,N,3,1970,0,0,193,M,,43,10079218600,,Yes,RESIDENTIAL,,,3%,,Alameda,267,267,7/6/1998,ADAMS POINT,No,0,0,,Yes,,10/12/1997 22:00,$89 ,,10/13/1997,,Excl Right,,7/6/1998,"$49,500 ",,No,47,No,No,"$45,900 ","$50,000 ",,$89.45 ,3,,,,,For Sale,,,10079218600,0,53,2/17/2015,Public Records,,CA,7/6/1998,,94610,RES,,,,,NORMAN MORRISON,,,
11005728,WC,0,425 ORANGE STREET,,OAKLAND,2610,"$53,000 ",,CO,560,1,1,0,N,1,1965,0.02,,245,M,,48,,,,RESIDENTIAL,,,3%,,Alameda,1,1,2/16/1999,ADAMS POINT,No,0,,,Yes,,2/15/1999 22:00,$94 ,,2/16/1999,,Excl Right,,2/16/1999,"$53,000 ",,No,,,Yes,,"$53,000 ",,$94.64 ,3,,,,,For Sale,,,,,,6/15/2015,Public Records,,CA,2/16/1999,One Story,94610,,,,,,Norman Morrison,1143659,,
26638307,WC,669,425 ORANGE ST,106,OAKLAND,2610,"$53,000 ",,DE,644,1,1,0,Y,3,1966,0,0,238,M,,47,10079219200,,Yes,RESIDENTIAL,,,3,,Alameda,670,670,5/22/1998,ADAMS POINT,Yes,0,0,,Yes,,7/21/1996 22:00,$82 ,,7/22/1996,,Excl Right,,5/22/1998,"$53,000 ",,No,60,No,No,$0 ,"$53,000 ",,$82.30 ,3,,,,,For Sale,,,10079219200,0,154,2/17/2015,Public Records,,CA,5/22/1998,,94610,,,,,,CHARLES DAY,,,
27450002,WC,385,407 ORANGE ST,105,OAKLAND,2610,"$54,000 ",,DE,966,1,1,0,Y,4,1977,0,0,162,M,,36,10079202900,,Yes,RESIDENTIAL,,,3%,,Alameda,386,386,3/13/1998,ADAMS POINT,Yes,0,1,,Yes,,2/20/1997 22:00,$55 ,,2/21/1997,,Excl Right,,3/13/1998,"$65,000 ",,No,0,No,No,"$65,000 ","$54,000 ",,$55.90 ,3,,,,,For Sale,,,10079202900,0,38,8/18/2001,Public Records,,CA,3/13/1998,,94610,,,,,,PAULA EASTON,,,
40498075,WC,109,325 LENOX AVE,5,OAKLAND,2610,"$56,500 ",,CO,461,0,1,0,N,1,1973,0,0,247,M,,40,10077110600,4037,Yes,RESIDENTIAL,,,3,,Alameda,108,108,4/14/2012,ADAMS POINT,No,0,1,,Yes,,11/20/2010 18:27,$123 ,687358,11/19/2010,,Excl Right,,2/8/2012,"$110,000 ",,No,72,Yes,No,"$57,500 ","$56,500 ",9/6/2011,$122.56 ,3,,,,,For Sale,,206519020,10077110600,,42,4/14/2012,Public Records,Potential Short Sale,CA,4/14/2012,Three or More Stories,94610-4626,1004,,,,,HARRY W. MURPHY,687358,,
40532723,WC,14,425 ORANGE ST,202,OAKLAND,2610,"$59,500 ",,CO,559,1,1,0,N,1,1966,0,0,374,M,,47,10079218400,4035,Yes,RESIDENTIAL,,,2.5,,Alameda,14,14,3/6/2012,ADAMS POINT,Yes,0,2,,Yes,,7/7/2011 15:20,$106 ,,7/7/2011,,Excl Right,,7/21/2011,"$59,500 ",,No,51,Yes,No,"$59,500 ","$59,500 ",7/7/2011,$106.44 ,3,,,,,For Sale,,,10079218400,,53,3/6/2012,Public Records,Potential Short Sale,CA,3/6/2012,One Story,94610-2924,1004,,,,,REVA TOLBERT,1231497,,
28511853,WC,4,377 PALM AV,,OAKLAND,2610,"$59,950 ",,DE,591,1,1,1,N,3,1971,0,0,170,M,,42,10078604600,,Yes,RESIDENTIAL,,,3,,Alameda,5,5,5/19/1998,LAKE MERRITT,No,1,0,,Yes,,5/14/1998 22:00,$101 ,,5/15/1998,,Excl Right,,5/19/1998,"$59,950 ",,No,0,No,Yes,$0 ,"$59,950 ",,$101.44 ,3,,,,,For Sale,,,10078604600,0,0,8/18/2001,Public Records,,CA,5/19/1998,Three or More Stories,94610,5,,,,,THERESA MARQUEZ,,,
29003744,WC,77,455 CRESCENT ST,205,OAKLAND,2610,"$65,000 ",,CO,672,1,1,0,N,1,1968,0,0,179,M,,45,10082205500,,Yes,RESIDENTIAL,,,3,,Alameda,78,78,5/12/1999,,Yes,0,0,,Yes,,2/23/1999 22:00,$96 ,,2/24/1999,,Excl Right,,5/12/1999,"$65,000 ",,No,45,No,Yes,"$65,000 ","$65,000 ",,$96.73 ,3,,,,,For Sale,,,10082205500,0,47,8/18/2001,Public Records,,CA,5/12/1999,Other,94610,,,,,,PEARL WONG,,,
29007749,WC,20,455 CRESCENT ST,109,OAKLAND,2610,"$65,000 ",,CO,672,1,1,0,N,2,1968,0,0,179,M,,45,10082204000,,Yes,RESIDENTIAL,,,3,,Alameda,21,21,4/21/1999,,Yes,0,0,,Yes,,3/31/1999 22:00,$96 ,,4/1/1999,,Excl Right,,4/21/1999,"$65,000 ",,No,69,No,Yes,"$65,000 ","$65,000 ",,$96.73 ,2,,,,,For Sale,,,10082204000,0,61,8/18/2001,Public Records,,CA,4/21/1999,Three or More Stories,94610,,,,,,JAY COLEMAN,,,
28456047,WC,78,325 LENOX AV,206,OAKLAND,2610,"$65,000 ",,DE,659,1,1,0,Y,5,1973,0,0,149,M,,40,10077111700,,Yes,RESIDENTIAL,,,3,,Alameda,79,79,3/24/1998,,Yes,0,0,,Yes,,1/4/1998 22:00,$98 ,,1/5/1998,,Excl Right,,3/24/1998,"$65,000 ",,No,62,No,No,$0 ,"$65,000 ",,$98.63 ,3,,,,,For Sale,,,10077111700,0,42,8/18/2001,Public Records,,CA,3/24/1998,,94610,,,,,,LEGESSE WOLDEMARIAM,1169193,,
40478282,WC,127,360 VERNON ST,116,OAKLAND,2610,"$65,000 ",,CO,488,1,1,0,N,1,1966,0.18,"8,000",365,M,,47,10079005500,4036,Yes,RESIDENTIAL,,,3,,Alameda,127,127,2/7/2011,ADAMS POINT,Yes,0,1,,Yes,,7/22/2010 13:54,$133 ,,7/22/2010,,Excl Right,,2/7/2011,"$75,000 ",,No,75,No,No,"$75,000 ","$65,000 ",8/25/2010,$133.20 ,1,,,,,For Sale,,,10079005500,,100,2/7/2011,Public Records,Potential Short Sale,CA,2/7/2011,One Story,94610-3035,1004,,,,,Jackie Gallanagh,1471345,,
40517186,WC,87,360 VERNON ST,116,OAKLAND,2610,"$65,000 ",,CO,488,0,1,0,Y,0,1966,0.18,"8,000",400,M,,47,10079005500,4036,Yes,RESIDENTIAL,,,3,,Alameda,84,84,6/27/2011,OAKLAND,No,0,1,,Yes,,4/4/2011 9:46,$133 ,,4/1/2011,,Excl Right,,6/27/2011,"$65,000 ",,No,77,No,No,"$65,000 ","$65,000 ",4/4/2011,$133.20 ,1,,,,,For Sale,,,94610-3038,,48,12/16/2016,Other,REO,CA,6/27/2011,One Story,94610-3038,1004,Astrid Jarquin,1819721,,,Julie Rogers,1179493,,
26445593,WC,491,811 YORK ST,337,OAKLAND,2610,"$68,000 ",,DE,652,1,1,0,N,2,1974,0,3,218,M,,39,11084109500,,Yes,RESIDENTIAL,,,3,,Alameda,492,492,10/21/1997,LAKESHORE TERR.,Yes,0,0,,Yes,,6/16/1996 22:00,$104 ,,6/17/1996,,Excl Right,,10/21/1997,"$71,000 ",,No,64,No,No,"$66,000 ","$68,000 ",,$104.29 ,3,,,,,For Sale,,,11084109500,0,78,2/17/2015,Public Records,,CA,10/21/1997,Three or More Stories,94610,,,,,,UN KNOWN,,,
11029773,WC,107,425 ORANGE ST,103,OAKLAND,2610,"$69,900 ",,CO,560,1,1,0,N,1,1970,0.02,,245,M,,43,,,Yes,RESIDENTIAL,,,3%,,Alameda,108,108,12/29/1999,ADAMS POINT,Yes,0,,,Yes,,9/12/1999 22:00,$124 ,,9/13/1999,,Excl Right,,12/29/1999,"$55,000 ",,No,0,,Yes,,"$69,900 ",,$124.82 ,3,,,,,For Sale,,,,0,,6/15/2015,Public Records,,CA,12/29/1999,,94610,,,,,,Norman Morrison,1143659,,
29031695,WC,103,425 ORANGE ST,103,OAKLAND,2610,"$69,900 ",,CO,559,1,1,0,N,1,1966,0,0,245,M,,47,10079218600,,Yes,RESIDENTIAL,,,3%,,Alameda,104,104,12/29/1999,,Yes,0,0,,Yes,,9/16/1999 22:00,$125 ,,9/17/1999,,Excl Right,,12/29/1999,"$55,000 ",,No,1,No,No,"$59,000 ","$69,900 ",,$125.04 ,3,,,,,For Sale,,,10079218600,0,0,8/18/2001,Public Records,,CA,12/29/1999,Other,94610,,,,,,DAVID WILHITE,,,
29036495,WC,33,425 ORANGE ST,203,OAKLAND,2610,"$70,000 ",,CO,559,1,1,1,N,2,1966,0.46,"20,000",245,M,,47,10079218700,,Yes,RESIDENTIAL,,,2.5,,Alameda,34,34,11/30/1999,ADAMS POINT,No,0,2,,Yes,,10/27/1999 22:00,$125 ,,10/28/1999,,Excl Right,,11/30/1999,"$70,000 ",,No,52,No,Yes,"$70,000 ","$70,000 ",,$125.22 ,3,,,,,For Sale,,,10079218700,0,36,8/18/2001,Public Records,,CA,11/30/1999,Three or More Stories,94610,,,,,,RICHARD LANDRY,,,
40534928,WC,8,424 ORANGE ST,101,OAKLAND,2610,"$70,000 ",,CO,608,1,1,0,Y,1,1973,0,0,236,M,,40,10079104300,4035,Yes,RESIDENTIAL,,,3%,,Alameda,8,8,8/3/2011,ADAMS POINT,No,0,1,,Yes,,7/20/2011 23:23,$115 ,,7/20/2011,,Excl Right,,7/28/2011,"$85,000 ",,No,71,No,No,"$85,000 ","$70,000 ",7/25/2011,$115.13 ,4,,,,,For Sale,,,10079104300,71%,38,2/13/2014,Public Records,Potential Short Sale,CA,8/3/2011,One Story,94610-2925,1004,,,,,Carla Hudson,1473976,,
28460465,WC,86,551 JEAN ST,206,OAKLAND,2610,"$71,000 ",,DE,564,1,1,0,N,2,1973,0,0,160,M,,40,10082804600,,Yes,RESIDENTIAL,,,3,,Alameda,87,87,11/2/1998,,No,0,0,,Yes,,8/7/1998 22:00,$125 ,,8/8/1998,,Excl Right,,11/2/1998,"$71,000 ",,No,65,No,No,$0 ,"$71,000 ",,$125.89 ,3,,,,,For Sale,,,10082804600,0,95,2/17/2015,Public Records,,CA,11/2/1998,,94610,,,,,,PATRICIA CONRAD,,,
40459315,WC,18,150 PEARL ST,126,OAKLAND,2610,"$75,000 ",,CO,770,1,1,0,N,1,1973,0,0,454,M,,40,10079217600,4035,Yes,RESIDENTIAL,,,4%,,Alameda,114,18,4/21/2010,ADAMS POINT,No,1,2,,Yes,,4/3/2010 15:28,$97 ,,4/3/2010,,Excl Right,,4/21/2010,"$75,000 ",,No,70,No,No,"$75,000 ","$75,000 ",4/3/2010,$97.40 ,3,,,,,For Sale,,,10079217600,,63,7/26/2011,Public Records,REO,CA,4/21/2010,One Story,94611-5572,1004,,,,,WENDY BAUMAN,834284,,
28458956,WC,44,525 MANDANA BL,103,OAKLAND,2610,"$76,000 ",,DE,689,1,1,0,N,1,1972,0,0,194,M,,41,11083713900,,Yes,RESIDENTIAL,,,3,,Alameda,45,45,7/15/1998,,No,0,1,,Yes,,5/31/1998 22:00,$110 ,,6/1/1998,,Excl Right,,7/15/1998,"$79,500 ",,No,74,No,No,"$79,500 ","$76,000 ",,$110.30 ,4,,,,,For Sale,,,11083713900,0,38,2/17/2015,Public Records,,CA,7/15/1998,,94610,,,,,,MICHELE ALDEN,,,
28459901,WC,16,525 MANDANA BL,103,OAKLAND,2610,"$76,000 ",,DE,689,1,1,0,N,1,1972,0,0,194,M,,41,11083713900,,Yes,RESIDENTIAL,,,4,,Alameda,17,17,7/31/1998,,No,0,1,,Yes,,7/14/1998 22:00,$110 ,,7/15/1998,,Excl Right,,7/31/1998,"$76,000 ",,No,74,No,No,$0 ,"$76,000 ",,$110.30 ,4,,,,,For Sale,,,11083713900,0,38,2/17/2015,Public Records,,CA,7/31/1998,,94610,,,,,,MICHELE ALDEN,,,
28257187,WC,77,407 ORANGE ST,206,OAKLAND,2610,"$77,950 ",,DE,945,1,1,0,Y,5,1970,0,0,163,M,,43,10079203300,,Yes,RESIDENTIAL,,,3,,Alameda,78,78,8/17/1998,,Yes,0,2,,Yes,,5/31/1998 22:00,$82 ,,6/1/1998,,Excl Right,,8/17/1998,"$77,950 ",,No,92,No,No,$0 ,"$77,950 ",,$82.49 ,3,,,,,For Sale,,,10079203300,0,38,2/17/2015,Public Records,,CA,8/17/1998,,94610,,,,,,JERRY SEFRANKA,,,
10257187,WC,73,407 ORANGE ST,206,OAKLAND,2610,"$77,950 ",,CO,945,1,1,0,N,0,0,0,,163,M,,,10079203300,,Yes,RESIDENTIAL,,,3,,Alameda,74,74,12/1/1998,,Yes,0,2,,,,6/4/1998 22:00,$82 ,,6/5/1998,,Excl Right,,8/17/1998,"$77,950 ",,No,92,No,Yes,,"$77,950 ",,$82.49 ,3,,,,,For Sale,,,10079203300,0,38,11/30/1998,,,CA,12/1/1998,,94610,,,,,,Jerry Sefranka,,,
27452889,WC,141,260 PERKINS ST,3G,OAKLAND,2610,"$79,500 ",,DE,736,1,1,0,Y,2,1991,0,0,189,M,,22,10078914200,,Yes,RESIDENTIAL,,,2.50%,,Alameda,142,142,11/23/1997,,Yes,0,0,,Yes,,7/4/1997 22:00,$108 ,,7/5/1997,,Excl Right,,11/23/1997,"$83,950 ",,No,70,No,No,"$83,950 ","$79,500 ",,$108.02 ,4,,,,,For Sale,,,10078914200,0,21,8/18/2001,Public Records,,CA,11/23/1997,Three or More Stories,94610,,,,,,CAROL J MARTINO,672506,,
40478179,WC,69,455 CRESCENT ST,311,OAKLAND,2610,"$79,900 ",,CO,682,1,1,0,N,1,1968,0,0,350,M,,45,10082208100,4039,Yes,RESIDENTIAL,,,3,,Alameda,68,68,12/23/2010,CRESCENT CIRCLE,No,0,3,,Yes,,7/21/2010 21:21,$117 ,,7/20/2010,,Excl Right,,9/27/2010,"$89,900 ",,No,75,No,Yes,"$84,900 ","$79,900 ",9/7/2010,$117.16 ,3,,,,,For Sale,,159506139,10082208100,,62,12/23/2010,Public Records,REO,CA,12/23/2010,Three or More Stories,94610-2661,1004,DENISE MANGUYEN,1372628,,,VINNY MANGUYEN,1373355,,
40553848,WC,108,425 ORANGE ST,217,OAKLAND,2610,"$80,000 ",,CO,911,2,2,0,N,1,1966,0,0,481,M,,47,10079221400,4035,Yes,RESIDENTIAL,,,2.5,,Alameda,108,108,7/30/2012,ADAMS POINT,No,1,2,SOLD TO 3RD PARTY,Yes,,12/7/2011 16:41,$88 ,1252720,12/7/2011,,Excl Agency,,3/24/2012,"$190,000 ",,No,52,Yes,No,"$150,000 ","$80,000 ",3/18/2012,$87.82 ,4,,,,,For Sale,,,10079221400,,53,2/17/2015,Public Records,Potential Short Sale,CA,7/30/2012,Three or More Stories,94610-2924,1004,,,,,JULIE CUELLAS,1252720,,
27450045,WC,243,455 CRESCENT ST,218,OAKLAND,2610,"$82,000 ",,DE,792,2,2,0,Y,3,1968,0,0,169,M,,45,10082206800,,Yes,RESIDENTIAL,,,3,,Alameda,244,244,10/21/1997,LAKEVIEW,Yes,0,0,,Yes,,2/19/1997 22:00,$103 ,,2/20/1997,,Excl Right,,10/21/1997,"$85,000 ",,No,61,No,No,"$85,000 ","$82,000 ",,$103.54 ,4,,,,,For Sale,,,10082206800,0,61,2/17/2015,Public Records,,CA,10/21/1997,Three or More Stories,94610,,,,,,KING O'NEAL,,,
29007500,WC,3,811 S YORK% AVE,108,OAKLAND,2610,"$83,500 ",,CO,621,1,1,0,N,1,1975,0.34,"15,000",,,,38,Not Found in Pub,,Yes,RESIDENTIAL,,,3%,,Alameda,4,4,4/4/1999,LAKESHORE/GRAND,No,0,0,,No,,3/31/1999 22:00,$134 ,,4/1/1999,,Excl Right,,4/4/1999,"$83,500 ",,No,0,No,Yes,"$83,500 ","$83,500 ",,$134.46 ,4,,,,,For Sale,,,,0,0,8/18/2001,Public Records,,CA,4/4/1999,One Story,94611,,,,,,RICHARD LANDRY,,,
29005011,WC,17,811 YORK ST,,OAKLAND,2610,"$84,500 ",,TH,621,1,1,0,N,3,1975,0,0,255,M,,38,11084102500,,Yes,RESIDENTIAL,,,3,,Alameda,18,18,3/26/1999,LAKESHORE/GRAND,No,0,0,,Yes,,3/8/1999 22:00,$136 ,,3/9/1999,,Excl Right,,3/26/1999,"$84,500 ",,No,0,No,No,"$84,500 ","$84,500 ",,$136.07 ,4,,,,,For Sale,,,11084102500,0,0,8/18/2001,Public Records,,CA,3/26/1999,One Story,94610,,,,,,RICHARD LANDRY,,,
29011420,WC,122,22 MOSS AVE,106,OAKLAND,2610,"$85,000 ",,CO,648,1,1,0,N,3,1965,0,0,0,,,48,10081703500,,Yes,RESIDENTIAL,,,3,,Alameda,123,123,9/2/1999,,No,0,1,,Yes,,5/2/1999 22:00,$131 ,,5/3/1999,,Excl Right,,9/2/1999,"$85,000 ",,No,80,No,No,"$85,000 ","$85,000 ",,$131.17 ,5,,,,,For Sale,,,10081703500,0,38,2/17/2015,Public Records,,CA,9/2/1999,One Story,94610,,,,,,MELANIE PETERSON,,,
29015355,WC,1,525 MANDANA BLVD,210,OAKLAND,2610,"$85,000 ",,CO,672,1,1,0,Y,3,1972,0,0,191,M,,41,11083714600,,Yes,RESIDENTIAL,,,3,,Alameda,2,2,5/29/1999,GRAND AVE HEIGHT,No,0,2,,Yes,,5/27/1999 22:00,$126 ,,5/28/1999,,Excl Right,,5/29/1999,"$85,000 ",,No,80,No,No,"$85,000 ","$85,000 ",,$126.49 ,3,,,,,For Sale,,,11083714600,0,38,1/17/2014,Public Records,,CA,5/29/1999,Three or More Stories,94610,,,,,,JOAN BRUNSWICK,472572,,
11184418,WC,3,970 71ST AVE,,OAKLAND,2610,"$85,000 ",,DE,816,2,1,0,Y,1,1926,0.11,"5,000",,,,87,41-4153-23,,Yes,RESIDENTIAL,,,3,,Alameda,2,2,8/25/2004,OAKLAND,Yes,0,,,No,,4/22/2003 22:00,$104 ,,4/21/2003,,Excl Agency,,4/24/2003,"$85,000 ",,,,No,No,"$85,000 ","$85,000 ",,$104.17 ,4,,,,,For Sale,,,41415302300,,,8/25/2004,Public Records,,CA,8/25/2004,One Story,94621-3312,,,,,,LEO GUTIERREZ,673644,,
29000168,WC,77,85 VERNON ST,103,OAKLAND,2610,"$85,000 ",,TH,720,1,1,0,Y,1,1971,0,0,132,M,,42,10079508200,,Yes,RESIDENTIAL,,,3%,,Alameda,78,78,3/22/1999,ADAMS POINT,Yes,0,0,,Yes,,1/3/1999 22:00,$118 ,,1/4/1999,,Excl Right,,3/22/1999,"$85,000 ",,No,0,No,No,"$85,000 ","$85,000 ",,$118.06 ,2,,,,,For Sale,,,10079508200,0,0,3/7/2016,Public Records,,CA,3/22/1999,One Story,94610,,,,,,CHARLES KELLUM,987965,,
