MLS No,Status,DOM,Address,Unit,City,Area,LP,SP,Building Type,SqFt,Bedrooms,Baths,Baths Partial,Gar,GarSp,YrBlt,Acres,Lot SqFt,HOA Fee,HOA Fees Freq,Close Date,Age,APN,Census Tract,City Transfer Tax,Class,Co List Agent BRE Num.,Co Sell Agent BRE Num.,Comp to Selling Office,Comp Type,County,Cumulative DOMLS,Days On MLS,General Date,Dist/Neighborhood/Subdiv,Dual Variable,Fireplaces,Floor Unit is on,Foreclosure Status,HOA,How Sold,Input Date,List $/SqFt,List Agent BRE Num.,List Date,Listing Broker BRE Number,Listing Type,Number of offers,Off Market Date,Original Price,Pending Date,Pending Litigation,Occ%,Point of Sale Ordinance,Pool (Y/N),Previous Price,Price,Price Date,Price/SqFt,Rooms Total,Sale $/SqFt,Sale COOP,Sale/Last List $,Sale/Original $,Sale/Rent,Selling Broker BRE Number,Sold Agent BRE Num.,Tax ID,TIC % Owner Offered,Units in Complex,Update Date,Source,Special Information,State,Status Date,Stories,Zip,Zoning,Co-List Agent - Agent Name,Co-List Agent - License ID,Co-Sell Agent - Agent Name,Co-Sell Agent - License ID,Listing Agent - Agent Name,Listing Agent - License ID,Selling Agent 1 - Agent Name,Selling Agent 1 - License ID
29008007,WC,97,6125 SKYLINE BLVD,,OAKLAND,2611,"$419,000 ",,DE,2701,3,2,1,N,1,1981,0,0,,,,32,48G-7432-27-3,,Yes,RESIDENTIAL,,,3%,,Alameda,98,98,7/12/1999,MONTCLAIR,No,2,0,,No,,4/5/1999 22:00,$155 ,,4/6/1999,,Excl Right,,7/12/1999,"$439,000 ",,No,0,No,No,"$439,000 ","$419,000 ",,$155.13 ,9,,,,,For Sale,,,048G743202703,0,0,6/2/2010,Public Records,,CA,7/12/1999,Three or More Stories,94611,,,,,,CHARLES CORWIN,557611,,
28254409,WC,30,6745 MOORE DR,,OAKLAND,2611,"$419,000 ",,DE,2759,4,3,0,Y,1,0,0.11,"4,896",,,,,48D-7307-21,,Yes,RESIDENTIAL,,,3,,Alameda,31,31,5/21/1998,FOREST PARK,No,0,0,,No,,4/20/1998 22:00,$151 ,,4/21/1998,,Excl Right,,5/21/1998,"$428,000 ",,No,0,No,No,"$428,000 ","$419,000 ",,$151.87 ,10,,,,,For Sale,,,048D730702100,0,0,2/17/2015,Other,,CA,5/21/1998,Three or More Stories,94611,,,,,,MIKE RITTENHOUSE,,,
28256300,WC,20,6745 MOORE DR,,OAKLAND,2611,"$419,000 ",,DE,2759,4,3,0,Y,1,0,0.11,"4,896",,,,,48D-7307-21,,Yes,RESIDENTIAL,,,3,,Alameda,21,21,6/10/1998,FOREST PARK,No,0,0,,No,,5/20/1998 22:00,$151 ,,5/21/1998,,Excl Right,,6/10/1998,"$419,000 ",,No,0,No,No,$0 ,"$419,000 ",,$151.87 ,10,,,,,For Sale,,,048D730702100,0,0,2/17/2015,Other,,CA,6/10/1998,Three or More Stories,94611,,,,,,MIKE RITTENHOUSE,,,
28456318,WC,43,2144 MASTLANDS DR,,OAKLAND,2611,"$428,000 ",,DE,3433,4,3,1,Y,3,1990,0,0,,,,23,48D-7255-25,,Yes,RESIDENTIAL,,,2.5,,Alameda,44,44,3/2/1998,,No,0,0,,No,,1/17/1998 22:00,$124 ,,1/18/1998,,Excl Right,,3/2/1998,"$445,000 ",,No,0,No,No,"$445,000 ","$428,000 ",,$124.67 ,9,,,,,For Sale,,,048D725502500,0,0,11/22/2010,Public Records,,CA,3/2/1998,Three or More Stories,94611,,,,,,WENDY FERRARI,812807,,
27598864,WC,61,6601 HEATHER RIDGE WY,,OAKLAND,2611,"$429,950 ",,DE,2650,4,3,0,N,1,1927,0,"11,000",,,,86,48G-7442-4,,Yes,RESIDENTIAL,,,3,,Alameda,62,62,9/17/1997,MONTCLAIR,No,1,0,,No,,7/17/1997 22:00,$162 ,,7/18/1997,,Excl Right,,9/17/1997,"$469,950 ",,No,0,No,No,"$449,950 ","$429,950 ",,$162.25 ,12,,,,,For Sale,,,048G744200400,0,0,2/17/2015,Other,,CA,9/17/1997,Split Level,94611,,,,,,PATRICIA DURAN,,,
27242082,WC,85,7032 SAYRE DR,,OAKLAND,2611,"$434,000 ",,DE,3500,6,3,0,Y,4,0,0,"6,000",,,,,48E-7328-60,,Yes,RESIDENTIAL,,,3%+100,,Alameda,86,86,10/30/1997,MONTCLAIR,No,4,0,,No,,8/5/1997 22:00,$124 ,,8/6/1997,,Excl Right,,10/30/1997,"$459,000 ",,No,0,No,No,"$419,000 ","$434,000 ",,$124.00 ,15,,,,,For Sale,,,048E732806000,0,0,8/18/2001,Measured,,CA,10/30/1997,Two Story,94611,R30,,,,,J. ANDY MENDELL,,,
28461047,WC,77,6520 HEATHER RIDGE WY,,OAKLAND,2611,"$436,000 ",,DE,2767,3,3,0,Y,2,1988,0.32,"14,034",,,,25,48G-7443-22-5,,Yes,RESIDENTIAL,,,3,,Alameda,78,78,11/18/1998,THORNHILL,No,0,0,,No,,9/1/1998 22:00,$157 ,,9/2/1998,,Excl Right,,11/18/1998,"$449,000 ",,No,0,No,No,"$449,000 ","$436,000 ",,$157.57 ,7,,,,,For Sale,,,48G-7443-22-5,0,0,8/18/2001,Public Records,,CA,11/18/1998,Three or More Stories,94611,R-30,,,,,MEL COPLAND,493973,,
28252940,WC,26,6745 MOORE DR,,OAKLAND,2611,"$438,000 ",,DE,2759,4,3,0,N,1,0,0.11,"4,896",,,,,48D-7307-21,,Yes,RESIDENTIAL,,,3,,Alameda,27,27,4/21/1998,FOREST PARK,No,0,0,,No,,3/25/1998 22:00,$158 ,,3/26/1998,,Excl Right,,4/21/1998,"$438,000 ",,No,0,No,No,$0 ,"$438,000 ",,$158.75 ,10,,,,,For Sale,,,048D730702100,0,0,2/17/2015,Other,,CA,4/21/1998,Three or More Stories,94611,,,,,,MIKE RITTENHOUSE,,,
27450975,WC,326,7075 EXETER DR,,OAKLAND,2611,"$439,000 ",,DE,3248,5,3,0,N,1,1965,0.15,"6,490",,,,48,48D-7298-10,,Yes,RESIDENTIAL,,,3%,,Alameda,327,327,3/1/1998,MONTCLAIR,No,2,0,,No,,4/8/1997 22:00,$135 ,,4/9/1997,,Open,,3/1/1998,"$465,000 ",,No,0,No,No,"$465,000 ","$439,000 ",,$135.16 ,9,,,,,For Sale,,,048D729801000,0,0,8/18/2001,Other,,CA,3/1/1998,Three or More Stories,94611,,,,,,JESSE LANE,660609,,
28251574,WC,32,6745 MOORE DR,,OAKLAND,2611,"$444,900 ",,DE,2759,4,3,0,N,1,0,0.11,"4,896",,,,,48D-7307-21,,Yes,RESIDENTIAL,,,3,,Alameda,33,33,3/26/1998,FOREST PARK,No,0,0,,No,,2/21/1998 22:00,$161 ,,2/22/1998,,Excl Right,,3/26/1998,"$444,900 ",,No,0,No,No,$0 ,"$444,900 ",,$161.25 ,10,,,,,For Sale,,,048D730702100,0,0,2/17/2015,Other,,CA,3/26/1998,Three or More Stories,94611,,,,,,MIKE RITTENHOUSE,,,
23033327,WC,83,1871 TUNNEL RD,,OAKLAND,2611,"$450,000 ",,DE,2803,4,3,0,Y,2,1900,0.13,"5,803",,,,113,048H762102600,,Yes,RESIDENTIAL,,,3,,Alameda,82,82,12/15/2003,,No,1,,,No,,9/24/2003 7:50,$161 ,,9/23/2003,,Excl Right,,12/15/2003,"$450,000 ",,No,,No,No,"$450,000 ","$450,000 ",,$160.54 ,10,,,,,For Sale,,,,,,12/20/2003,Other,,CA,12/15/2003,Three or More Stories,94611,,,,,,R. DANIEL WITT,,,
28522955,WC,93,6901 SOBRANTE RD,,OAKLAND,2611,"$457,500 ",,DE,2656,3,3,1,y,1,1983,0.22,"9,665",,,,30,48F-7377-13-5,,Yes,RESIDENTIAL,,,4,,Alameda,0,0,2/12/1999,MONTCLAIR,Yes,0,,,No,,9/15/2000 13:45,$172 ,,11/11/1998,,Excl Right,,2/12/1999,"$497,500 ",,,,No,No,"$497,500 ","$457,500 ",,$172.25 ,10,,,,,For Sale,,,048F737701305,,,2/18/2004,Public Records,,CA,2/12/1999,Three or More Stories,94611,,,,,,MICHAEL CURIA,,,
10522955,WC,93,6901 SOBRANTE RD,,OAKLAND,2611,"$457,500 ",,DE,2656,3,3,1,N,1,1983,0.22,"9,665",0,,,30,48F-7377-13-5,,Yes,RESIDENTIAL,,,4,,Alameda,94,94,2/12/1999,MONTCLAIR,Yes,2,,,No,,11/10/1998 22:00,$172 ,,11/11/1998,,Excl Right,,2/12/1999,"$497,500 ",,No,,No,No,,"$457,500 ",,$172.25 ,10,,,,,For Sale,,,048F737701305,,,2/11/1999,,,CA,2/12/1999,Three or More Stories,94611,SF,,,,,Michael Curia,955990,,
10516413,WC,24,6520 HEATHER RIDGE WY,,OAKLAND,2611,"$459,000 ",,DE,2767,4,3,0,N,3,1988,0.32,"14,034",0,,,25,48G-7443-22-5,,Yes,RESIDENTIAL,,,3,,Alameda,25,25,12/1/1998,MONTCLAIR,Yes,2,,,No,,7/26/1998 22:00,$165 ,,7/27/1998,,Excl Right,,8/20/1998,"$459,000 ",,No,,No,Yes,,"$459,000 ",,$165.88 ,8,,,,,For Sale,,,48G-7443-22-5,,,6/8/2012,,,CA,12/1/1998,,94611,R-3,,,,,Mario Mapoy,1063472,,
28512308,WC,63,6520 HEATHER RIDGE WY,,OAKLAND,2611,"$459,000 ",,DE,2767,4,3,0,Y,2,1988,0.32,"14,034",,,,25,48G-7443-22-5,,Yes,RESIDENTIAL,,,3,,Alameda,64,64,7/27/1998,MONTCLAIR,Yes,0,0,,No,,5/24/1998 22:00,$165 ,,5/25/1998,,Excl Right,,7/27/1998,"$459,000 ",,No,0,No,No,$0 ,"$459,000 ",,$165.88 ,8,,,,,For Sale,,,48G-7443-22-5,0,0,2/17/2015,Public Records,,CA,7/27/1998,Two Story,94611,R-30,,,,,MARIO MAPOY,,,
28516413,WC,25,6520 HEATHER RIDGE WY,,OAKLAND,2611,"$459,000 ",,DE,2767,4,3,0,Y,2,1988,0.32,"14,034",,,,25,48G-7443-22-5,,Yes,RESIDENTIAL,,,3,,Alameda,26,26,8/20/1998,MONTCLAIR,Yes,0,0,,No,,7/25/1998 22:00,$165 ,,7/26/1998,,Excl Right,,8/20/1998,"$459,000 ",,No,0,No,No,$0 ,"$459,000 ",,$165.88 ,8,,,,,For Sale,,,48G-7443-22-5,0,0,2/17/2015,Public Records,,CA,8/20/1998,Three or More Stories,94611,R-30,,,,,MARIO MAPOY,,,
28457833,WC,58,631 CALDWELL RD,,OAKLAND,2611,"$468,000 ",,DE,2690,4,2,1,Y,2,0,0.15,"6,603",,,,,48H-7562-59,,Yes,RESIDENTIAL,,,3%,,Alameda,59,59,6/12/1998,FOREST PARK,Yes,0,0,,No,,4/14/1998 22:00,$173 ,,4/15/1998,,Excl Agency,,6/12/1998,"$489,000 ",,No,0,No,No,"$489,000 ","$468,000 ",,$173.98 ,9,,,,,For Sale,,,048H756205900,0,0,8/18/2001,Public Records,,CA,6/12/1998,Two Story,94611,,,,,,RENEE YU,1071408,,
28458974,WC,113,6241 WOOD DR,,OAKLAND,2611,"$469,000 ",,DE,2992,4,2,0,Y,1,1952,0.25,"10,800",,,,61,48C-7179-18,,Yes,RESIDENTIAL,,,2.5,,Alameda,114,114,9/3/1998,MONTCLAIR,No,0,0,,No,,5/12/1998 22:00,$156 ,,5/13/1998,,Excl Right,,9/3/1998,"$489,000 ",,No,0,No,No,"$489,000 ","$469,000 ",,$156.75 ,7,,,,,For Sale,,,048C717901800,0,0,8/18/2001,Public Records,,CA,9/3/1998,Two Story,94611,,,,,,JEFFREY HIMMEL,,,
27451612,WC,125,2100 DRAKE DR,,OAKLAND,2611,"$485,000 ",,DE,3356,3,3,0,Y,3,1990,0,"14,695",,,,23,48E-7348-74,,Yes,RESIDENTIAL,,,2.5,,Alameda,126,126,9/9/1997,MONTCLAIR,No,3,0,,No,,5/6/1997 22:00,$144 ,,5/7/1997,,Excl Right,,9/9/1997,"$549,000 ",,No,0,No,No,"$499,500 ","$485,000 ",,$144.52 ,8,,,,,For Sale,,,048E734807400,0,0,8/18/2001,Public Records,,CA,9/9/1997,Split Level,94611,ER,,,,,CAROL COHEN,,,
20018237,WC,413,1851 MAGELLAN DR,,OAKLAND,2611,"$495,000 ",,DE,2971,4,5,1,N,3,1967,0.12,"5,390",,,,46,48F-7365-12,,Yes,RESIDENTIAL,,,3%,,Alameda,414,414,6/28/2001,,No,2,0,,No,,5/10/2000 22:00,$166 ,,5/11/2000,,Excl Right,,6/28/2001,"$499,000 ",,No,0,No,No,"$499,000 ","$495,000 ",,$166.61 ,11,,,,,For Sale,,,048F736501200,0,0,8/18/2001,Public Records,,CA,6/28/2001,Three or More Stories,94611,,,,,,RICHARD LANDRY,,,
20025539,WC,20,8026 SHEPHERD CANYON RD,,OAKLAND,2611,"$499,000 ",,DE,2642,3,2,1,Y,2,1990,0.14,"5,929",,,,23,48D-7311-5,,Yes,RESIDENTIAL,,,2.75,,Alameda,21,21,7/27/2000,SHEPARD CANYON,No,1,0,,No,,7/6/2000 22:00,$188 ,,7/7/2000,,Excl Right,,7/27/2000,"$499,000 ",,No,0,No,No,"$499,000 ","$499,000 ",,$188.87 ,7,,,,,For Sale,,,048D731100500,0,0,8/18/2001,Public Records,,CA,7/27/2000,Three or More Stories,94611,R,,,,,HAL CASTLE,447745,,
28460688,WC,35,2698 MOUNTAIN GATE WY,,OAKLAND,2611,"$499,000 ",,DE,3300,5,3,1,Y,3,1959,0.29,"12,656",,,,54,48D-7256-32,,Yes,RESIDENTIAL,,,3,,Alameda,36,36,9/23/1998,PIEDMONT AVENUE,Yes,2,0,,No,,8/18/1998 22:00,$151 ,,8/19/1998,,Excl Right,,9/23/1998,"$499,000 ",,No,0,No,No,$0 ,"$499,000 ",,$151.21 ,10,,,,,For Sale,,,048D725603200,0,0,8/18/2001,Other,,CA,9/23/1998,Two Story,94611,SFR,,,,,HELEN NICHOLAS,526434,,
28456688,WC,25,631 CALDWELL RD,,OAKLAND,2611,"$499,000 ",,DE,2690,4,2,1,Y,1,0,0.15,"6,603",,,,,48H-7562-59,,Yes,RESIDENTIAL,,,3%,,Alameda,26,26,3/14/1998,,Yes,0,0,,No,,2/16/1998 22:00,$185 ,,2/17/1998,,Excl Right,,3/14/1998,"$499,000 ",,No,0,No,No,$0 ,"$499,000 ",,$185.50 ,9,,,,,For Sale,,,048H756205900,0,0,8/18/2001,Public Records,,CA,3/14/1998,Two Story,94611,,,,,,RENEE YU,1071408,,
28457180,WC,31,631 CALDWELL RD,,OAKLAND,2611,"$499,000 ",,DE,2690,4,2,1,Y,1,0,0.15,"6,603",,,,,48H-7562-59,,Yes,RESIDENTIAL,,,3%,,Alameda,32,32,4/14/1998,,Yes,0,0,,No,,3/13/1998 22:00,$185 ,,3/14/1998,,Excl Right,,4/14/1998,"$499,000 ",,No,0,No,No,$0 ,"$499,000 ",,$185.50 ,9,,,,,For Sale,,,048H756205900,0,0,8/18/2001,Public Records,,CA,4/14/1998,Two Story,94611,,,,,,RENEE YU,1071408,,
28459913,WC,36,6040 ASPINWALL RD,,OAKLAND,2611,"$499,000 ",,DE,3000,4,2,0,Y,1,1978,0,0,,,,35,48F-7387-13,,Yes,RESIDENTIAL,,,2.5,,Alameda,37,37,8/20/1998,MONTCLAIR,No,1,0,,No,,7/14/1998 22:00,$166 ,,7/15/1998,,Excl Right,,8/20/1998,"$499,000 ",,No,0,No,No,$0 ,"$499,000 ",,$166.33 ,9,,,,,For Sale,,,048F738701300,0,0,2/17/2015,Public Records,,CA,8/20/1998,Three or More Stories,94611,,,,,,MORRIE FEIGENBERG,,,
27455690,WC,278,7237 SKYLINE BL,,OAKLAND,2611,"$499,000 ",,DE,3036,3,2,0,Y,1,1980,0.22,"9,828",,,,33,48F-7377-42,,Yes,RESIDENTIAL,,,2.5,,Alameda,279,279,9/9/1998,MONTCLAIR,No,3,0,,No,,12/4/1997 22:00,$164 ,,12/5/1997,,Excl Right,,9/9/1998,"$589,000 ",,No,0,No,No,"$525,000 ","$499,000 ",,$164.36 ,9,,,,,For Sale,,,048F737704200,0,0,2/17/2015,Public Records,,CA,9/9/1998,Three or More Stories,94611,R-30,,,,,RUTH DOUGLAS LOCKHART,,,
29038769,WC,325,6885 OAKWOOD DR,,OAKLAND,2611,"$499,000 ",,DE,3100,4,3,1,Y,2,1978,0.16,"6,970",,,,35,48F-7378-2,,Yes,RESIDENTIAL,,,2.5,,Alameda,326,326,10/6/2000,MONTCLAIR,No,3,0,,No,,11/15/1999 22:00,$160 ,,11/16/1999,,Excl Right,,10/6/2000,"$515,000 ",,No,0,No,No,"$515,000 ","$499,000 ",,$160.97 ,8,,,,,For Sale,,,048F737800200,0,0,8/18/2001,Public Records,,CA,10/6/2000,Three or More Stories,94611,,,,,,NANCY M DICKEY,887287,,
28460521,WC,103,2817 CHELSEA DR,,OAKLAND,2611,"$499,950 ",,DE,3100,4,3,0,Y,3,1998,0,0,,,,15,48D-7277-1-6,,Yes,RESIDENTIAL,,,2.5,,Alameda,104,104,11/11/1998,PIEDMONT AVENUE,No,1,0,,No,,7/30/1998 22:00,$161 ,,7/31/1998,,Excl Right,,11/11/1998,"$550,000 ",,No,0,No,No,"$529,000 ","$499,950 ",,$161.27 ,9,,,,,For Sale,,,48D-7277-1-6,0,0,10/18/2010,Other,,CA,11/11/1998,Three or More Stories,94611,,,,,,ROBYN MOHR,639983,,
28456317,WC,58,6650 ESTATES DR,,OAKLAND,2611,"$515,000 ",,DE,3000,3,2,1,Y,2,1960,0.24,"10,556",,,,53,48C-7183-21-1,,Yes,RESIDENTIAL,,,2.5,,Alameda,59,59,3/26/1998,MONTCLAIR,No,4,0,,No,,1/26/1998 22:00,$171 ,,1/27/1998,,Excl Right,,3/26/1998,"$539,000 ",,No,0,No,No,"$539,000 ","$515,000 ",,$171.67 ,8,,,,,For Sale,,,048C718302101,0,0,5/15/2014,Measured,,CA,3/26/1998,One Story,94611,,,,,,HELEN J DANHAKL,643232,,
28508340,WC,2,22 RYDAL CT,,OAKLAND,2611,"$515,000 ",,DE,2952,4,3,0,Y,3,1966,0.18,"7,965",,,,47,48D-7286-10-5,,Yes,RESIDENTIAL,,,3,,Alameda,3,3,3/18/1998,PIEDMONT AVENUE,Yes,0,0,,No,,3/15/1998 22:00,$174 ,,3/16/1998,,Excl Agency,,3/18/1998,"$515,000 ",,No,0,No,No,$0 ,"$515,000 ",,$174.46 ,10,,,,,For Sale,,,048D728601005,0,0,2/17/2015,Public Records,,CA,3/18/1998,Split Level,94611,,,,,,JIM JOHNSON,,,
28253852,WC,141,7075 ELVERTON DR,,OAKLAND,2611,"$529,000 ",,DE,3016,4,3,0,Y,1,1993,0.31,"13,698",,,,20,48G-7448-17-3,,Yes,RESIDENTIAL,,,3,,Alameda,142,142,8/27/1998,,No,3,0,,No,,4/7/1998 22:00,$175 ,,4/8/1998,,Excl Right,,8/27/1998,"$544,000 ",,No,0,No,No,"$544,000 ","$529,000 ",,$175.40 ,9,,,,,For Sale,,,048G744801703,0,0,2/17/2015,Public Records,,CA,8/27/1998,Three or More Stories,94611,R-1,,,,,PAUL ALARAB,,,
10253852,WC,139,7075 ELVERTON DR,,OAKLAND,2611,"$529,000 ",,DE,3016,4,3,0,N,2,1993,0.31,"13,698",0,,,20,48G-7448-17-3,,Yes,RESIDENTIAL,,,3,,Alameda,140,140,12/1/1998,MONTCLAIR,No,2,,,No,,4/9/1998 22:00,$175 ,,4/10/1998,,Excl Right,,8/27/1998,"$544,000 ",,No,,No,Yes,,"$529,000 ",,$175.40 ,9,,,,,For Sale,,,048G744801703,,,2/17/2015,,,CA,12/1/1998,,94611,R-,,,,,PAUL ALARAB,,,
27452694,WC,56,8047 SKYLINE BL,,OAKLAND,2611,"$539,950 ",,DE,2900,3,2,1,Y,3,1994,0,0,,,,19,48E-7321-11,,Yes,RESIDENTIAL,,,3,,Alameda,57,57,8/21/1997,MONTCLAIR,No,2,0,,No,,6/25/1997 22:00,$186 ,,6/26/1997,,Excl Right,,8/21/1997,"$539,950 ",,No,0,No,No,$0 ,"$539,950 ",,$186.19 ,7,,,,,For Sale,,,048E732101100,0,0,2/17/2015,Public Records,,CA,8/21/1997,Split Level,94611,,,,,,JOHN ALLEN,,,
