MLS No,Status,DOM,Address,Unit,City,Area,LP,SP,Building Type,SqFt,Bedrooms,Baths,Baths Partial,Gar,GarSp,YrBlt,Acres,Lot SqFt,HOA Fee,HOA Fees Freq,Close Date,Age,APN,Census Tract,City Transfer Tax,Class,Co List Agent BRE Num.,Co Sell Agent BRE Num.,Comp to Selling Office,Comp Type,County,Cumulative DOMLS,Days On MLS,General Date,Dist/Neighborhood/Subdiv,Dual Variable,Fireplaces,Floor Unit is on,Foreclosure Status,HOA,How Sold,Input Date,List $/SqFt,List Agent BRE Num.,List Date,Listing Broker BRE Number,Listing Type,Number of offers,Off Market Date,Original Price,Pending Date,Pending Litigation,Occ%,Point of Sale Ordinance,Pool (Y/N),Previous Price,Price,Price Date,Price/SqFt,Rooms Total,Sale $/SqFt,Sale COOP,Sale/Last List $,Sale/Original $,Sale/Rent,Selling Broker BRE Number,Sold Agent BRE Num.,Tax ID,TIC % Owner Offered,Units in Complex,Update Date,Source,Special Information,State,Status Date,Stories,Zip,Zoning,Co-List Agent - Agent Name,Co-List Agent - License ID,Co-Sell Agent - Agent Name,Co-Sell Agent - License ID,Listing Agent - Agent Name,Listing Agent - License ID,Selling Agent 1 - Agent Name,Selling Agent 1 - License ID
29016011,WC,2,1901 TUNNEL RD,,OAKLAND,2618,"$399,000 ",,DE,1848,3,2,1,Y,3,1992,0.18,"7,760",,,,21,048H762102000,,Yes,RESIDENTIAL,,,3%,,Alameda,3,3,6/3/1999,,No,2,0,,No,,5/31/1999 22:00,$215 ,,6/1/1999,,Excl Right,,6/3/1999,"$399,000 ",,No,0,No,No,"$399,000 ","$399,000 ",,$215.91 ,6,,,,,For Sale,,,048H762102000,0,0,2/17/2015,Public Records,,CA,6/3/1999,Two Story,94618,,,,,,ELLEN GEISLER,,,
28457403,WC,103,7055 WESTMOORLAND DR,,OAKLAND,2618,"$399,500 ",,DE,2300,3,2,1,Y,1,0,0.18,"7,741",,,,,048H762301403,,Yes,RESIDENTIAL,,,3%,,Alameda,104,104,7/6/1998,CLAREMONT,Yes,0,0,,No,,3/24/1998 22:00,$173 ,,3/25/1998,,Excl Right,,7/6/1998,"$449,500 ",,No,0,No,No,"$415,000 ","$399,500 ",,$173.70 ,8,,,,,For Sale,,,048H762301403,0,0,2/17/2015,Other,,CA,7/6/1998,Two Story,94705,R30,,,,,NATHANIEL POWERS,,,
27247364,WC,10,103 STARVIEW CT,,OAKLAND,2618,"$415,000 ",,TH,1897,2,2,0,Y,1,1991,0.03,"1,350",325,Q,,22,48H-7590-48,,Yes,RESIDENTIAL,,,3,,Alameda,11,11,11/21/1997,HILLER HIGHLANDS,No,1,0,,Yes,,11/10/1997 22:00,$218 ,,11/11/1997,,Excl Right,,11/21/1997,"$415,000 ",,No,90,No,No,$0 ,"$415,000 ",,$218.77 ,6,,,,,For Sale,,,048H759004800,0,100,2/17/2015,Public Records,,CA,11/21/1997,Three or More Stories,94618,PD,,,,,SUE LORENZ,,,
28117196,WC,80,6677 CHARING CROSS RD,,OAKLAND,2618,"$425,000 ",,DE,2568,3,2,1,Y,2,0,0.03,"1,421",300,Q,,,48H-7588-47,,Yes,RESIDENTIAL,,,2.5,,Alameda,81,81,12/11/1998,HILLER HIGHLANDS,No,0,0,,Yes,,9/21/1998 22:00,$165 ,,9/22/1998,,Excl Right,,12/11/1998,"$415,000 ",,No,0,No,No,"$415,000 ","$425,000 ",,$165.50 ,6,,,,,For Sale,,,048H758804700,0,0,2/17/2015,Other,,CA,12/11/1998,Three or More Stories,94618,,,,,,KAREN BEVIS,1191123,,
28462650,WC,63,557 HILLER DR,,OAKLAND,2618,"$437,500 ",,TH,1952,3,2,2,Y,2,1994,0.06,"2,502",325,Q,,19,48H-7590-91,,Yes,RESIDENTIAL,,,2.5,,Alameda,64,64,2/2/1999,,No,3,0,,Yes,,11/30/1998 22:00,$224 ,,12/1/1998,,Excl Right,,2/2/1999,"$457,500 ",,No,95,No,No,"$457,500 ","$437,500 ",,$224.13 ,6,,,,,For Sale,,,048H759009100,0,100,2/17/2015,Other,,CA,2/2/1999,Three or More Stories,94618,,,,,,OLLIE HAMMEREL,,,
28456642,WC,14,7 CLIPPER HL,,OAKLAND,2618,"$449,000 ",,DE,1950,3,3,0,Y,3,1993,0.04,"1,952",300,Q,,20,48H-7588-26,,Yes,RESIDENTIAL,,,3,,Alameda,15,15,3/2/1998,HILLER HIGHLANDS,No,2,0,,Yes,,2/15/1998 22:00,$230 ,,2/16/1998,,Excl Right,,3/2/1998,"$449,000 ",,No,0,No,No,$0 ,"$449,000 ",,$230.26 ,5,,,,,For Sale,,,048H758802600,0,0,8/18/2001,Other,,CA,3/2/1998,Two Story,94618,,,,,,SUSANNE PAUL,,,
27453300,WC,171,7055 WESTMOORLAND DR,,OAKLAND,2618,"$449,950 ",,DE,2300,3,2,0,Y,1,0,0.18,"7,741",,,,,048H762301403,,Yes,RESIDENTIAL,,,3%,,Alameda,172,172,1/13/1998,CLAREMONT,Yes,1,0,,No,,7/25/1997 22:00,$195 ,,7/26/1997,,Excl Right,,1/13/1998,"$449,950 ",,No,0,No,No,$0 ,"$449,950 ",,$195.63 ,8,,,,,For Sale,,,048H762301403,0,0,2/17/2015,Other,,CA,1/13/1998,Two Story,94705,R30,,,,,NATHANIEL POWERS,,,
29009350,WC,59,75 STARVIEW DR,,OAKLAND,2618,"$450,000 ",,TH,1850,3,2,1,Y,3,1995,0.04,"1,630",250,Q,,18,48H-7590-67,,Yes,RESIDENTIAL,,,2.50%,,Alameda,60,60,6/14/1999,HILLER HIGHLANDS,No,4,0,,Yes,,4/15/1999 22:00,$243 ,,4/16/1999,,Excl Right,,6/14/1999,"$495,000 ",,No,0,No,No,"$468,000 ","$450,000 ",,$243.24 ,6,,,,,For Sale,,,048H759006700,0,0,8/18/2001,Other,,CA,6/14/1999,Tri-Level,94618,,,,,,BONNIE HIRSCH,,,
29009278,WC,788,5554 TAFT AVE,,OAKLAND,2618,"$469,000 ",,DE,2191,4,2,0,N,2,1922,0.1,"4,240",,,,91,48A-7050-20,,Yes,RESIDENTIAL,,,3,,Alameda,789,789,6/11/2001,,No,0,0,,No,,4/14/1999 22:00,$214 ,,4/15/1999,,Excl Right,,6/11/2001,"$469,000 ",,No,0,No,No,"$469,000 ","$469,000 ",,$214.06 ,9,,,,,For Sale,,,048A705002000,0,0,2/17/2015,Public Records,,CA,6/11/2001,Two Story,94618,,,,,,MARIANNE CLARK,,,
11011877,WC,19,5554 TAFT,,OAKLAND,2618,"$469,000 ",,DE,2191,4,2,0,N,0,1922,0.1,"4,240",0,,,91,48A-7050-20,,Yes,RESIDENTIAL,,,3,,Alameda,20,20,5/14/1999,ROCKRIDGE,No,0,,,No,,4/14/1999 22:00,$214 ,,4/15/1999,,Excl Right,,5/4/1999,"$469,000 ",,No,,No,No,,"$469,000 ",,$214.06 ,9,,,,,For Sale,,,048A705002000,,,6/12/2014,Public Records,,CA,5/14/1999,Two Story,94618,,,,,,Marianne Clark,986132,,
27455176,WC,76,6016 BROADWAY,,OAKLAND,2618,"$479,000 ",,DE,2683,5,3,0,Y,1,0,0,0,,,,,48A-7110-31,,Yes,RESIDENTIAL,,,3,,Alameda,77,77,1/14/1998,ROCKRIDGE UPPER,No,0,0,,No,,10/29/1997 22:00,$178 ,,10/30/1997,,Excl Right,,1/14/1998,"$479,000 ",,No,0,No,No,$0 ,"$479,000 ",,$178.53 ,10,,,,,For Sale,,,048A711003100,0,0,12/15/2014,Other,,CA,1/14/1998,Two Story,94618,,,,,,MARK BITZER,301863,,
29006180,WC,81,5642 AMY DR,,OAKLAND,2618,"$479,000 ",,DE,2390,3,2,1,Y,3,1930,0.14,"5,883",,,,83,48B-7168-8,,Yes,RESIDENTIAL,,,2.50%,,Alameda,82,82,6/8/1999,UPPER ROCKRIDGE,No,4,0,,No,,3/18/1999 22:00,$200 ,,3/19/1999,,Excl Right,,6/8/1999,"$499,000 ",,No,0,No,No,"$499,000 ","$479,000 ",,$200.42 ,8,,,,,For Sale,,,048B716800800,0,0,8/18/2001,,,CA,6/8/1999,Two Story,94618,,,,,,ANIAN P TUNNEY,812754,,
27453231,WC,58,4857 PROCTOR AV,,OAKLAND,2618,"$480,000 ",,DE,2067,2,2,2,Y,2,1992,0.08,"3,351",,,,21,48B-7137-12,,Yes,RESIDENTIAL,,,3,,Alameda,59,59,9/18/1997,UPPER ROCKRIDGE,No,3,0,,No,,7/21/1997 22:00,$232 ,,7/22/1997,,Excl Right,,9/18/1997,"$499,000 ",,No,0,No,No,"$499,000 ","$480,000 ",,$232.22 ,7,,,,,For Sale,,,048B713701200,0,0,2/17/2015,Measured,,CA,9/18/1997,Two Story,94618,,,,,,TERRY DE YOUNG,,,
11010870,WC,8,5554 TAFT,,OAKLAND,2618,"$489,000 ",,DE,2191,4,2,0,N,0,1922,0.1,"4,240",0,,,91,48A-7050-20,,Yes,RESIDENTIAL,,,3,,Alameda,9,9,4/15/1999,ROCKRIDGE,No,0,,,No,,4/6/1999 22:00,$223 ,,4/7/1999,,Excl Right,,4/15/1999,"$489,000 ",,No,,No,No,,"$489,000 ",,$223.19 ,9,,,,,For Sale,,,048A705002000,,,6/12/2014,Public Records,,CA,4/15/1999,Two Story,94618,,,,,,Marianne Clark,986132,,
29008141,WC,796,5554 TAFT AVE,,OAKLAND,2618,"$489,000 ",,DE,2191,4,2,0,N,2,1922,0.1,"4,240",,,,91,48A-7050-20,,Yes,RESIDENTIAL,,,3,,Alameda,797,797,6/11/2001,LOWER ROCKRIDGE,No,0,0,,No,,4/6/1999 22:00,$223 ,,4/7/1999,,Excl Right,,6/11/2001,"$489,000 ",,No,0,No,No,"$489,000 ","$489,000 ",,$223.19 ,9,,,,,For Sale,,,048A705002000,0,0,2/17/2015,Public Records,,CA,6/11/2001,Two Story,94618,,,,,,MARIANNE CLARK,,,
23010395,WC,2,5320 BROADWAY,,OAKLAND,2618,"$499,000 ",,CO,2598,3,3,0,N,0,1904,0.1,"4,400",,,,109,48A-7035-20,,No,RESIDENTIAL,,,3%,,Alameda,3,3,3/31/2003,ROCKRIDGE UPPER,No,1,0,,No,,3/28/2003 22:00,$192 ,,3/29/2003,,Excl Right,,3/31/2003,"$499,000 ",,No,0,No,No,"$499,000 ","$499,000 ",,$192.07 ,10,,,,,For Sale,,,048A703502000,0,0,3/31/2015,Public Records,,CA,3/31/2003,Two Story,94618,,,,,,DANIEL M JOY,1296161,,
21008527,WC,74,5945 KEITH AVE,,OAKLAND,2618,"$519,000 ",,DE,1755,3,1,1,Y,1,1912,0.12,"5,400",,,,101,48A-7053-42,,Yes,RESIDENTIAL,,,2.5,,Alameda,75,75,5/30/2001,,No,1,0,,No,,3/16/2001 22:00,$295 ,,3/17/2001,,Excl Right,,5/30/2001,"$519,000 ",,No,0,No,No,"$519,000 ","$519,000 ",,$295.73 ,6,,,,,For Sale,,,048A705304200,0,0,8/18/2001,Public Records,,CA,5/30/2001,Two Story,94618,,,,,,LAWANA KELLY,1277593,,
11064094,WC,56,476 HARDY ST,,OAKLAND,2618,"$520,000 ",,DE,1811,3,2,0,N,0,1912,0.08,"3,300",0,,,101,14-1257-7,,Yes,RESIDENTIAL,,,3,,Alameda,42,42,9/28/2000,ROCKRIDGE,No,1,,,No,,8/17/2000 22:00,$287 ,,8/3/2000,,Excl Right,,9/28/2000,"$520,000 ",,No,,,No,,"$520,000 ",,$287.13 ,6,,,,,For Sale,,,94618-1119,,,1/31/2017,Public Records,,CA,9/28/2000,Two Story,94618-1119,R,,,,,Michelle Hensley,881574,,
20006511,WC,22,480 HARDY ST,,OAKLAND,2618,"$520,000 ",,DE,1747,4,2,0,N,2,1911,0.08,"3,600",,,,102,14-1257-9,,Yes,RESIDENTIAL,,,3%,,Alameda,23,23,2/23/2000,,No,0,0,,No,,1/31/2000 22:00,$297 ,,2/1/2000,,Open,,2/23/2000,"$520,000 ",,No,0,No,No,"$520,000 ","$520,000 ",,$297.65 ,7,,,,,For Sale,,,14125700900,0,0,2/17/2015,Public Records,,CA,2/23/2000,Two Story,94618,,,,,,ED PECK,,,
20030859,WC,41,476 HARDY ST,,OAKLAND,2618,"$520,000 ",,DE,1811,3,2,0,N,0,1912,0.08,"3,300",,,,101,14-1257-7,,Yes,RESIDENTIAL,,,3%,,Alameda,42,42,9/28/2000,LOWER ROCKRIDGE,No,1,0,,No,,8/17/2000 22:00,$287 ,,8/18/2000,,Excl Right,,9/28/2000,"$520,000 ",,No,0,No,No,"$520,000 ","$520,000 ",,$287.13 ,6,,,,,For Sale,,,14125700700,0,0,4/30/2002,Public Records,,CA,9/28/2000,Two Story,94618,,,,,,OUT OF AREA OUT,,,
28461738,WC,61,5824 ROSS ST,,OAKLAND,2618,"$525,000 ",,DE,2000,4,3,0,Y,1,1928,0.1,"4,500",,,,85,48A-7058-29,,Yes,RESIDENTIAL,,,2.5,,Alameda,62,62,12/5/1998,ROCKRIDGE UPPER,No,1,0,,No,,10/4/1998 22:00,$262 ,,10/5/1998,,Excl Right,,12/5/1998,"$549,000 ",,No,0,No,No,"$549,000 ","$525,000 ",,$262.50 ,9,,,,,For Sale,,,048A705802900,0,0,8/18/2001,Public Records,,CA,12/5/1998,Two Story,94618,SFR,,,,,TERESA KULKA,875454,,
40637544,WC,96,17 CLAREWOOD LN,,OAKLAND,2618,"$549,000 ",,TH,1950,2,2,1,Y,2,1966,0.064738,"2,277",543,M,,47,48B-7155-24,4042,Yes,RESIDENTIAL,,,2.5,,Alameda,64,1,12/18/2013,ROCKRIDGE UPPER,No,1,1,,Yes,,11/4/2013 11:38,$282 ,1238853,8/1/2013,,Excl Right,,11/5/2013,"$575,000 ",,No,90,Yes,Yes,"$575,000 ","$549,000 ",11/4/2013,$281.54 ,5,,,,,For Sale,,1238853,048B715502400,NO,40,8/4/2015,Public Records,None,CA,12/18/2013,Two Story,94618-2242,1002,,,,,Joel L Carpenter,1238853,,
29031418,WC,146,6818 CHARING CROSS RD,,OAKLAND,2618,"$554,000 ",,DE,2700,3,2,1,Y,3,1999,0.18,"7,761",,,,14,048H762002200,,Yes,RESIDENTIAL,,,2.5,,Alameda,147,147,2/7/2000,,No,2,0,,No,,9/13/1999 22:00,$205 ,,9/14/1999,,Excl Right,,2/7/2000,"$598,555 ",,No,0,No,No,"$553,000 ","$554,000 ",,$205.19 ,5,,,,,For Sale,,,048H762002200,0,0,3/10/2016,Builder,,CA,2/7/2000,Three or More Stories,94618,,,,,,YEHUDA BEN-DAVID,1199666,,
29005966,WC,59,19 CAPTAINS COVE,,OAKLAND,2618,"$559,000 ",,TH,2228,3,2,1,Y,1,1996,0.03,"1,502",300,Q,,17,48H-7588-19,,Yes,RESIDENTIAL,,,2.5,,Alameda,60,60,5/15/1999,HILLER HIGHLANDS,No,2,0,,Yes,,3/16/1999 22:00,$250 ,,3/17/1999,,Excl Right,,5/15/1999,"$589,000 ",,No,0,No,No,"$589,000 ","$559,000 ",,$250.90 ,6,,,,,For Sale,,,048H758801900,0,0,5/13/2016,Public Records,,CA,5/15/1999,Three or More Stories,94618,,,,,,TED NORMART,1229884,,
40446705,WC,209,6302 BROADWAY TER,,OAKLAND,2618,"$599,000 ",,DE,1754,2,2,0,N,0,1926,0.12,"5,296",,,,87,48A-7102-58,4043,Yes,RESIDENTIAL,,,3,,Alameda,209,209,8/17/2010,N OAKLAND,No,1,,,No,,1/20/2010 15:10,$342 ,,1/20/2010,,Excl Right,,8/17/2010,"$749,000 ",,,,No,No,"$649,000 ","$599,000 ",7/26/2010,$341.51 ,4,,,,,For Sale,,,048A710205800,,,8/17/2010,Public Records,Potential Short Sale,CA,8/17/2010,Two Story,94618-2115,1001,,,,,MARGUERITE CROPTIER,1427052,,
40500093,WC,37,407 Hiller,,OAKLAND,2618,"$599,000 ",,TH,1956,3,2,1,Y,2,1994,0.05,"2,233",188,M,,19,48H-7590-63,4001,Yes,RESIDENTIAL,,,3,,Alameda,166,37,1/14/2011,HILLER HIGHLANDS,No,2,0,,Yes,,12/8/2010 8:54,$306 ,,12/8/2010,,Excl Right,,1/14/2011,"$599,000 ",,No,90,No,No,"$599,000 ","$599,000 ",12/8/2010,$306.24 ,6,,,,,For Sale,,,048H759006300,,40,2/17/2015,Other,None,CA,1/14/2011,Two Story,94618-2320,1002,HEATHER M ABBEY,1872869,,,SCOTT BOVARD,1308792,,
23026255,WC,43,6155 BROOKSIDE AVE,,OAKLAND,2618,"$599,888 ",,DE,1973,3,2,0,Y,2,1918,0.24,"10,264",,,,95,48A-7095-11,,Yes,RESIDENTIAL,,,3%,,Alameda,44,44,9/11/2003,,No,1,0,,No,,7/29/2003 22:00,$304 ,,7/30/2003,,Excl Right,,9/11/2003,"$649,000 ",,No,0,No,No,"$629,000 ","$599,888 ",,$304.05 ,5,,,,,For Sale,,,048A709501100,0,0,9/12/2003,Public Records,,CA,9/11/2003,Two Story,94618,,,,,,OUT OF AREA OUT,,,
11205310,WC,21,6155 BROOKSIDE AVE,,OAKLAND,2618,"$599,950 ",,DE,1973,3,2,0,Y,2,1918,0.23,"10,264",0,,,95,48A-7095-11,,Yes,RESIDENTIAL,,,2.5,,Alameda,22,22,10/29/2003,,No,2,,,No,,9/11/2003 22:00,$304 ,,9/12/2003,,Excl Agency,,10/3/2003,"$599,950 ",,No,,No,No,,"$599,950 ",,$304.08 ,5,,,,,For Sale,,,048A709501100,,,10/28/2003,Public Records,,CA,10/29/2003,Two Story,94618-1805,PC,,,,,Peter Trinh,1259554,,
11194670,WC,57,6656 CHARING CROSS RD,,OAKLAND,2618,"$619,000 ",,TH,1861,3,2,1,Y,2,1996,0,"1,668",410,Q,,17,48H-7589-6,,No,RESIDENTIAL,,,3,,Alameda,58,58,8/27/2003,HILLER HIGHLANDS,No,1,1,,Yes,,6/30/2003 22:00,$332 ,,7/1/2003,,Excl Right,,8/27/2003,"$619,000 ",,No,0,No,No,,"$619,000 ",,$332.62 ,6,,,,,For Sale,,,048H758900600,0,0,7/11/2012,Public Records,,CA,8/27/2003,Tri-Level,94618-2313,,,,,,Ethel Crescini,1200494,,
21005163,WC,0,58 BUCKEYE AVE,,OAKLAND,2618,"$619,000 ",,DE,2002,3,3,0,N,1,1972,0.11,"4,602",,,,41,48B-7128-1,,No,RESIDENTIAL,,,3,,Alameda,1,1,2/20/2001,ROCKRIDGE UPPER,Yes,1,0,,No,,2/19/2001 22:00,$309 ,,2/20/2001,,Excl Right,,2/20/2001,"$619,000 ",,No,0,No,No,"$619,000 ","$619,000 ",,$309.19 ,6,,,,,For Sale,,,048B712800100,0,0,7/29/2010,Public Records,,CA,2/20/2001,Two Story,94618,R-30,,,,,SANDRA R. VOGL,774441,,
27455460,WC,2,34 SCHOONER HL,,OAKLAND,2618,"$625,000 ",,TH,2500,2,2,2,Y,1,0,0.05,"2,233",300,Q,,,48H-7588-66,,Yes,RESIDENTIAL,,,2.5,,Alameda,3,3,11/19/1997,,No,0,0,,Yes,,11/16/1997 22:00,$250 ,,11/17/1997,,Excl Right,,11/19/1997,"$625,000 ",,No,90,No,No,$0 ,"$625,000 ",,$250.00 ,6,,,,,For Sale,,,048H758806600,0,80,2/17/2015,Other,,CA,11/19/1997,Two Story,94618,,,,,,OLLIE HAMMEREL,,,
27455758,WC,66,34 SCHOONER HL,,OAKLAND,2618,"$625,000 ",,TH,2500,2,2,2,Y,1,0,0.05,"2,233",300,Q,,,48H-7588-66,,Yes,RESIDENTIAL,,,2.5,,Alameda,67,67,2/19/1998,,No,0,0,,Yes,,12/14/1997 22:00,$250 ,,12/15/1997,,Excl Right,,2/19/1998,"$625,000 ",,No,90,No,No,$0 ,"$625,000 ",,$250.00 ,6,,,,,For Sale,,,048H758806600,0,80,2/17/2015,Other,,CA,2/19/1998,Two Story,94618,,,,,,OLLIE HAMMEREL,,,
21039333,WC,34,401 HILLER DR,,OAKLAND,2618,"$639,000 ",,DU,2313,3,2,1,Y,2,1994,0.07,"2,991",325,Q,,19,48H-7589-5,,Yes,RESIDENTIAL,,,2.75,,Alameda,35,35,3/31/2002,HILLER HIGHLANDS,Yes,3,0,,Yes,,2/24/2002 22:00,$276 ,,2/25/2002,,Excl Right,,3/31/2002,"$689,000 ",,No,0,No,No,"$649,000 ","$639,000 ",,$276.26 ,7,,,,,For Sale,,,048H758900500,0,0,10/16/2014,Public Records,,CA,3/31/2002,Three or More Stories,94618,,,,,,MICHAEL DINEV,1269932,,
