MLS No,Status,DOM,Address,Unit,City,Area,LP,SP,Building Type,SqFt,Bedrooms,Baths,Baths Partial,Gar,GarSp,YrBlt,Acres,Lot SqFt,HOA Fee,HOA Fees Freq,Close Date,Age,APN,Census Tract,City Transfer Tax,Class,Co List Agent BRE Num.,Co Sell Agent BRE Num.,Comp to Selling Office,Comp Type,County,Cumulative DOMLS,Days On MLS,General Date,Dist/Neighborhood/Subdiv,Dual Variable,Fireplaces,Floor Unit is on,Foreclosure Status,HOA,How Sold,Input Date,List $/SqFt,List Agent BRE Num.,List Date,Listing Broker BRE Number,Listing Type,Number of offers,Off Market Date,Original Price,Pending Date,Pending Litigation,Occ%,Point of Sale Ordinance,Pool (Y/N),Previous Price,Price,Price Date,Price/SqFt,Rooms Total,Sale $/SqFt,Sale COOP,Sale/Last List $,Sale/Original $,Sale/Rent,Selling Broker BRE Number,Sold Agent BRE Num.,Tax ID,TIC % Owner Offered,Units in Complex,Update Date,Source,Special Information,State,Status Date,Stories,Zip,Zoning,Co-List Agent - Agent Name,Co-List Agent - License ID,Co-Sell Agent - Agent Name,Co-Sell Agent - License ID,Listing Agent - Agent Name,Listing Agent - License ID,Selling Agent 1 - Agent Name,Selling Agent 1 - License ID
27239214,WC,53,128 VICENTE RD,,OAKLAND,2618,"$679,500 ",,DE,3500,3,4,0,Y,1,0,0.14,"6,160",,,,,48H-7604-43,,Yes,RESIDENTIAL,,,3,,Alameda,54,54,8/11/1997,CLAREMONT,No,0,0,,No,,6/18/1997 22:00,$194 ,,6/19/1997,,Excl Right,,8/11/1997,"$699,500 ",,No,0,No,No,"$699,500 ","$679,500 ",,$194.14 ,7,,,,,For Sale,,,048H760404300,0,0,8/18/2001,Other,,CA,8/11/1997,Three or More Stories,94705,,,,,,KENNETH BARLEY,,,
21038315,WC,4,6899 BRISTOL DR,,OAKLAND,2618,"$695,000 ",,DE,3280,4,3,0,Y,2,1996,0.14,"5,973",,,,17,048H761801400,,Yes,RESIDENTIAL,,,2.75,,Alameda,5,5,11/6/2001,,No,0,0,,No,,11/1/2001 22:00,$211 ,,11/2/2001,,Excl Right,,11/6/2001,"$695,000 ",,No,0,No,No,"$695,000 ","$695,000 ",,$211.89 ,7,,,,,For Sale,,,048H761801400,0,0,11/7/2001,Public Records,,CA,11/6/2001,Three or More Stories,94618,,,,,,LINDA E MCCLAIN,918896,,
27231432,WC,174,5016 COCHRANE AV,,OAKLAND,2618,"$700,000 ",,DE,3221,4,3,0,Y,1,1995,0.29,"12,840",,,,18,48B-7140-27,,Yes,RESIDENTIAL,,,2.5,,Alameda,175,175,8/5/1997,UPPER ROCKRIDGE,No,0,0,,No,,2/11/1997 22:00,$217 ,,2/12/1997,,Excl Right,,8/5/1997,"$749,000 ",,No,0,No,No,"$749,000 ","$700,000 ",,$217.32 ,10,,,,,For Sale,,,048B714002700,0,0,2/17/2015,Other,,CA,8/5/1997,Two Story,94618,,,,,,SHIRLEY SUTTON,,,
27248395,WC,34,6351 CONTRA COSTA RD,,OAKLAND,2618,"$719,000 ",,DE,3295,4,3,1,Y,2,0,0.21,"9,126",,,,,48A-7102-45,,Yes,RESIDENTIAL,,,2.5,,Alameda,35,35,1/12/1998,UPPER ROCKRIDGE,Yes,0,0,,No,,12/8/1997 22:00,$218 ,,12/9/1997,,Excl Right,,1/12/1998,"$719,000 ",,No,0,No,No,$0 ,"$719,000 ",,$218.21 ,8,,,,,For Sale,,,048A710204500,0,0,2/17/2015,Measured,,CA,1/12/1998,Split Level,94618,R-30,,,,,MARK INGRAM,,,
29027483,WC,47,1834 GRAND VIEW DR,,OAKLAND,2618,"$725,000 ",,DE,3039,3,2,1,Y,1,1997,0.18,"7,639",,,,16,48H-7601-54,,Yes,RESIDENTIAL,,,3%,,Alameda,48,48,10/13/1999,CLAREMONT HEIGHT,No,1,0,,No,,8/26/1999 22:00,$238 ,,8/27/1999,,Excl Right,,10/13/1999,"$725,000 ",,No,0,No,No,"$725,000 ","$725,000 ",,$238.57 ,9,,,,,For Sale,,,048H760105400,0,0,8/27/2001,Public Records,,CA,10/13/1999,Two Story,94618,,,,,,PATRICIA SWIFT,1096370,,
27246830,WC,41,6351 CONTRA COSTA RD,,OAKLAND,2618,"$739,000 ",,DE,3295,4,3,1,Y,2,0,0.21,"9,126",,,,,48A-7102-45,,Yes,RESIDENTIAL,,,2.5,,Alameda,42,42,12/9/1997,UPPER ROCKRIDGE,Yes,0,0,,No,,10/28/1997 22:00,$224 ,,10/29/1997,,Excl Right,,12/9/1997,"$759,000 ",,No,0,No,No,"$759,000 ","$739,000 ",,$224.28 ,8,,,,,For Sale,,,048A710204500,0,0,2/17/2015,Measured,,CA,12/9/1997,Split Level,94618,R-30,,,,,MARK INGRAM,,,
29017399,WC,33,1834 GRAND VIEW DR,,OAKLAND,2618,"$769,000 ",,DE,3039,3,2,1,Y,1,1997,0.18,"7,639",,,,16,48H-7601-54,,Yes,RESIDENTIAL,,,3,,Alameda,34,34,7/14/1999,HILLER HIGHLANDS,No,1,0,,No,,6/10/1999 22:00,$253 ,,6/11/1999,,Excl Right,,7/14/1999,"$769,000 ",,No,0,No,No,"$769,000 ","$769,000 ",,$253.04 ,9,,,,,For Sale,,,048H760105400,0,0,8/18/2001,Public Records,,CA,7/14/1999,Two Story,94618,,,,,,PATRICIA SWIFT,1096370,,
21039471,WC,510,35 CONTRA COSTA PL,,OAKLAND,2618,"$775,000 ",,DE,4000,4,2,1,Y,2,1993,0.15,"6,600",,,,20,48A-7210-23,,Yes,RESIDENTIAL,,,2.5,,Alameda,511,511,4/8/2003,ROCKRIDGE UPPER,Yes,2,0,,No,,11/13/2001 22:00,$193 ,,11/14/2001,,Excl Right,,4/8/2003,"$775,000 ",,No,0,No,No,"$775,000 ","$775,000 ",,$193.75 ,9,,,,,For Sale,,,048A721002300,0,0,4/9/2003,Other,,CA,4/8/2003,Three or More Stories,94618,,,,,,ROBERT E BRUNNER,970231,,
10515430,WC,57,6182 CONTRA COSTA RD,,OAKLAND,2618,"$788,000 ",,DE,3307,4,3,1,N,2,0,0.17,"7,381",0,,,,48A-7101-10,,Yes,RESIDENTIAL,,,3%,,Alameda,58,58,12/1/1998,UPPER ROCKRIDGE,Yes,1,,,No,,7/12/1998 22:00,$238 ,,7/13/1998,,Excl Right,,9/8/1998,"$788,000 ",,No,,No,Yes,,"$788,000 ",,$238.28 ,9,,,,,For Sale,,,048A710101000,,,11/30/1998,Measured,,CA,12/1/1998,,94618,R,,,,,J P Mobasher,1061610,,
10519149,WC,3,6182 CONTRA COSTA RD,,OAKLAND,2618,"$788,000 ",,DE,3307,4,3,1,N,2,0,0.17,"7,381",0,,,,48A-7101-10,,Yes,RESIDENTIAL,,,3%,,Alameda,4,4,12/1/1998,UPPER ROCKRIDGE,Yes,1,,,No,,9/7/1998 22:00,$238 ,,9/8/1998,,Excl Right,,9/11/1998,"$788,000 ",,No,,No,Yes,,"$788,000 ",,$238.28 ,9,,,,,For Sale,,,048A710101000,,,11/30/1998,Measured,,CA,12/1/1998,,94618,R,,,,,J P Mobasher,1061610,,
28513645,WC,17,6182 CONTRA COSTA RD,,OAKLAND,2618,"$788,000 ",,DE,3200,4,3,0,y,2,1998,0.17,"7,381",,,,15,48A-7101-10,,Yes,RESIDENTIAL,,,2.50%,,Alameda,0,0,7/2/1998,UPPER ROCKRIDGE,Yes,1,,,No,,9/15/2000 13:45,$246 ,,6/15/1998,,Excl Right,,7/2/1998,"$788,000 ",,,,No,No,"$790,000 ","$788,000 ",,$246.25 ,9,,,,,For Sale,,,048A710101000,,,2/17/2015,Measured,,CA,7/2/1998,Two Story,94618,R,,,,,J.P. MOBASHER,,,
28514804,WC,11,6182 CONTRA COSTA RD,,OAKLAND,2618,"$788,000 ",,DE,3307,4,3,0,y,2,1998,0.17,"7,381",,,,15,48A-7101-10,,Yes,RESIDENTIAL,,,2.50%,,Alameda,0,0,7/13/1998,UPPER ROCKRIDGE,Yes,1,,,No,,9/15/2000 13:45,$238 ,,7/2/1998,,Excl Right,,7/13/1998,"$788,000 ",,,,No,No,$0 ,"$788,000 ",,$238.28 ,9,,,,,For Sale,,,048A710101000,,,2/17/2015,Measured,,CA,7/13/1998,Two Story,94618,R,,,,,J.P. MOBASHER,,,
28515430,WC,57,6182 CONTRA COSTA RD,,OAKLAND,2618,"$788,000 ",,DE,3307,4,3,0,y,2,1998,0.17,"7,381",,,,15,48A-7101-10,,Yes,RESIDENTIAL,,,3%,,Alameda,0,0,9/8/1998,UPPER ROCKRIDGE,Yes,1,,,No,,9/15/2000 13:45,$238 ,,7/13/1998,,Excl Right,,9/8/1998,"$788,000 ",,,,No,No,$0 ,"$788,000 ",,$238.28 ,9,,,,,For Sale,,,048A710101000,,,2/17/2015,Measured,,CA,9/8/1998,Two Story,94618,R,,,,,J.P. MOBASHER,,,
28519149,WC,3,6182 CONTRA COSTA RD,,OAKLAND,2618,"$788,000 ",,DE,3307,4,3,0,y,2,1998,0.17,"7,381",,,,15,48A-7101-10,,Yes,RESIDENTIAL,,,3%,,Alameda,0,0,9/11/1998,UPPER ROCKRIDGE,Yes,1,,,No,,9/15/2000 13:45,$238 ,,9/8/1998,,Excl Right,,9/11/1998,"$788,000 ",,,,No,No,$0 ,"$788,000 ",,$238.28 ,9,,,,,For Sale,,,048A710101000,,,2/17/2015,Measured,,CA,9/11/1998,Two Story,94618,R,,,,,J.P. MOBASHER,,,
28511456,WC,35,6182 CONTRA COSTA RD,,OAKLAND,2618,"$789,000 ",,DE,3200,4,3,0,y,2,1998,0.17,"7,381",,,,15,48A-7101-10,,Yes,RESIDENTIAL,,,2.50%,,Alameda,0,0,6/15/1998,UPPER ROCKRIDGE,Yes,1,,,No,,9/15/2000 13:45,$246 ,,5/11/1998,,Excl Right,,6/15/1998,"$789,000 ",,,,No,No,$0 ,"$789,000 ",,$246.56 ,9,,,,,For Sale,,,048A710101000,,,2/17/2015,Measured,,CA,6/15/1998,Two Story,94618,R,,,,,J.P. MOBASHER,,,
27452362,WC,69,5455 HILLTOP CR,,OAKLAND,2618,"$795,000 ",,DE,4202,4,4,0,Y,3,1923,0.25,"10,842",,,,90,48B-7158-15,,Yes,RESIDENTIAL,,,2.5,,Alameda,70,70,8/18/1997,UPPER ROCKRIDGE,No,1,0,,No,,6/9/1997 22:00,$189 ,,6/10/1997,,Excl Right,,8/18/1997,"$845,000 ",,No,0,No,No,"$845,000 ","$795,000 ",,$189.20 ,11,,,,,For Sale,,,048B715801500,0,0,11/22/2010,Public Records,,CA,8/18/1997,Two Story,94618,,,,,,WENDY FERRARI,812807,,
27452861,WC,546,6147 N OCEAN VIEW DR,,OAKLAND,2618,"$799,000 ",,DE,3200,4,3,0,Y,1,1997,0.28,"12,000",,,,16,48A-7107-6,,Yes,RESIDENTIAL,,,2.5,,Alameda,547,547,12/31/1998,CLAREMONT,No,1,0,,No,,7/2/1997 22:00,$249 ,,7/3/1997,,Excl Right,,12/31/1998,"$1,200,000 ",,No,0,No,No,"$850,000 ","$799,000 ",,$249.69 ,8,,,,,For Sale,,,048A710700600,0,0,8/18/2001,Other,,CA,12/31/1998,Two Story,94618,RES,,,,,JONATHAN E DUNN,,,
27449093,WC,232,24 N HILL CT,,OAKLAND,2618,"$799,000 ",,DE,3561,5,4,0,Y,3,1997,0.36,"15,687",40,A,,16,48H-7576-8-1,,Yes,RESIDENTIAL,,,0.03,,Alameda,233,233,8/25/1997,HILLER HIGHLANDS,Yes,0,0,,Yes,,1/4/1997 22:00,$224 ,,1/5/1997,,Excl Agency,,8/25/1997,"$1,180,000 ",,No,0,No,No,"$819,000 ","$799,000 ",,$224.38 ,8,,,,,For Sale,,,048H757600801,0,0,2/17/2015,Other,,CA,8/25/1997,One Story,94618,R1,,,,,BRIAN DENNY,,,
29015100,WC,15,1834 GRAND VIEW DR,,OAKLAND,2618,"$799,000 ",,DE,3039,3,2,1,Y,3,1996,0.18,"7,639",,,,17,48H-7601-54,,Yes,RESIDENTIAL,,,3,,Alameda,16,16,6/9/1999,,No,1,0,,No,,5/24/1999 22:00,$262 ,,5/25/1999,,Excl Right,,6/9/1999,"$799,000 ",,No,0,No,No,"$799,000 ","$799,000 ",,$262.92 ,9,,,,,For Sale,,,48H-7601-54,0,0,2/17/2015,,,CA,6/9/1999,Split Level,94618,,,,,,STANLEY JOHNSON,,,
29033778,WC,57,1102 GRAND VIEW DR,,OAKLAND,2618,"$799,000 ",,DE,3151,3,2,1,Y,4,1993,0.21,"9,164",,,,20,048H760300602,,Yes,RESIDENTIAL,,,2.50%,,Alameda,58,58,12/1/1999,,No,5,0,,No,,10/4/1999 22:00,$253 ,,10/5/1999,,Excl Right,,12/1/1999,"$875,000 ",,No,0,No,No,"$839,000 ","$799,000 ",,$253.57 ,8,,,,,For Sale,,,048H760300602,0,0,8/18/2001,,,CA,12/1/1999,Three or More Stories,94618,,,,,,KATHLEEN CALLAHAN,792768,,
40460619,WC,66,205 SHERIDAN RD,,OAKLAND,2618,"$799,000 ",,DE,3380,4,3,0,Y,2,2009,0.14,"6,000",,,,4,48B-7140-10-2,4042,Yes,RESIDENTIAL,,,3.00%,,Alameda,345,64,9/15/2010,UPPER ROCKRIDGE,Yes,1,,,No,,4/11/2010 11:12,$236 ,,4/9/2010,,Excl Right,,9/15/2010,"$899,000 ",,,,No,No,"$849,000 ","$799,000 ",5/14/2010,$236.39 ,6,,,,,For Sale,,,048B714001002,,,9/15/2010,Builder,Potential Short Sale,CA,9/15/2010,Three or More Stories,94618-2715,1999,,,,,JAMES S. SHIN,1358693,,
40487926,WC,8,205 SHERIDAN RD,,OAKLAND,2618,"$799,000 ",,DE,3380,4,3,0,Y,2,2009,0.14,"6,000",,,,4,48B-7140-10-2,4042,Yes,RESIDENTIAL,,,3.00%,,Alameda,446,8,12/10/2010,UPPER ROCKRIDGE,Yes,1,,,No,,9/15/2010 16:33,$236 ,,9/15/2010,,Excl Right,,9/24/2010,"$799,000 ",,,,No,No,"$799,000 ","$799,000 ",9/15/2010,$236.39 ,6,,,,,For Sale,,,048B714001002,,,4/1/2014,Other,Potential Short Sale,CA,12/10/2010,Three or More Stories,94618-2715,1999,,,,,James S. Shin,1358693,,
29007504,WC,57,1834 GRAND VIEW DR,,OAKLAND,2618,"$810,000 ",,DE,3039,3,2,1,Y,4,1996,0.18,"7,639",,,,17,48H-7601-54,,Yes,RESIDENTIAL,,,3,,Alameda,58,58,5/26/1999,HILLER HIGHLANDS,No,4,0,,No,,3/29/1999 22:00,$266 ,,3/30/1999,,Excl Right,,5/26/1999,"$810,000 ",,No,0,No,No,"$810,000 ","$810,000 ",,$266.54 ,9,,,,,For Sale,,,048H760105400,0,0,2/17/2015,,,CA,5/26/1999,Two Story,94618,,,,,,STANLEY JOHNSON,,,
11010823,WC,57,1834 GRAND VIEW,,OAKLAND,2618,"$810,000 ",,DU,3039,3,2,1,N,2,1997,0.18,"7,639",0,,,16,48H-7601-54,,Yes,RESIDENTIAL,,,3,,Alameda,50,50,5/26/1999,Mis-Match,Yes,1,,,No,,4/6/1999 22:00,$266 ,,3/30/1999,,Excl Right,,5/26/1999,"$810,000 ",,No,,,No,,"$810,000 ",,$266.54 ,9,,,,,For Sale,,,048H760105400,,,7/24/2015,Other,,CA,5/26/1999,Two Story,94618,PU,,,,,Stanley R Johnson,1168638,,
29023999,WC,18,5543 GOLDEN GATE AVE,,OAKLAND,2618,"$825,000 ",,DE,3050,4,3,0,Y,2,1997,0.24,"10,454",,,,16,48A-7200-46,,Yes,RESIDENTIAL,,,3%,,Alameda,19,19,8/17/1999,UPPER ROCKRIDGE,No,2,0,,No,,7/29/1999 22:00,$270 ,,7/30/1999,,Excl Right,,8/17/1999,"$825,000 ",,No,0,No,No,"$825,000 ","$825,000 ",,$270.49 ,7,,,,,For Sale,,,048A720004600,0,0,2/17/2015,Other,,CA,8/17/1999,Split Level,94618,,,,,,DENA A DORSEY,1219157,,
22020355,WC,74,5733 ROSS ST,,OAKLAND,2618,"$825,000 ",,DE,3281,5,2,1,Y,2,1933,0.12,"5,310",,,,80,48A-7059-17-6,,Yes,RESIDENTIAL,,,3%,,Alameda,75,75,9/17/2002,ROCKRIDGE UPPER,No,1,0,,No,,7/4/2002 22:00,$251 ,,7/5/2002,,Excl Right,,9/17/2002,"$975,000 ",,No,0,No,No,"$875,000 ","$825,000 ",,$251.45 ,7,,,,,For Sale,,,48A-7059-17-6,0,0,12/15/2016,Public Records,,CA,9/17/2002,Three or More Stories,94618,,,,,,DARRIN TINSLEY,1041360,,
28117377,WC,47,39 STARK KNOLL PL,,OAKLAND,2618,"$835,000 ",,DE,3006,3,2,1,Y,3,1962,0.36,"15,573",,,,51,48B-7158-1-55,,Yes,RESIDENTIAL,,,2.5,,Alameda,48,48,11/17/1998,,No,1,0,,No,,9/30/1998 22:00,$277 ,,10/1/1998,,Excl Right,,11/17/1998,"$835,000 ",,No,0,No,No,$0 ,"$835,000 ",,$277.78 ,7,,,,,For Sale,,,048B715800155,0,0,8/18/2001,Public Records,,CA,11/17/1998,One Story,94618,,,,,,LESLIE AVANT,590839,,
27452297,WC,201,217 GRAVATT DR,,OAKLAND,2618,"$839,000 ",,DE,3950,4,3,0,Y,2,1994,0.17,"7,592",,,,19,48H-7608-32,,Yes,RESIDENTIAL,,,2.5,,Alameda,202,202,11/18/1997,CLAREMONT,No,2,0,,No,,4/30/1997 22:00,$212 ,,5/1/1997,,Excl Right,,11/18/1997,"$859,000 ",,No,0,No,No,"$859,000 ","$839,000 ",,$212.41 ,9,,,,,For Sale,,,048H760803200,0,0,8/18/2001,Other,,CA,11/18/1997,Other,94705,,,,,,VICKI WOODHEAD,,,
21012135,WC,216,676 FLORENCE AVE,,OAKLAND,2618,"$848,000 ",,DE,3212,4,2,1,Y,2,1999,0.24,"10,533",,,,14,48B-7139-48,,Yes,RESIDENTIAL,,,3,,Alameda,217,217,12/6/2001,UPPER ROCKRIDGE,Yes,2,0,,No,,5/3/2001 22:00,$264 ,,5/4/2001,,Excl Right,,12/6/2001,"$889,000 ",,No,0,No,No,"$889,000 ","$848,000 ",,$264.01 ,10,,,,,For Sale,,,048B713904800,0,0,12/7/2001,Public Records,,CA,12/6/2001,Two Story,94618,,,,,,JOHN G STADTLER,769452,,
29025716,WC,119,35 CONTRA COSTA PL,,OAKLAND,2618,"$849,000 ",,DE,4500,4,2,1,Y,3,1976,0.15,"6,600",,,,37,48A-7210-23,,Yes,RESIDENTIAL,,,2.50%,,Alameda,120,120,12/10/1999,CLAREMONT PINES,No,5,0,,No,,8/12/1999 22:00,$188 ,,8/13/1999,,Excl Right,,12/10/1999,"$896,000 ",,No,0,No,No,"$896,000 ","$849,000 ",,$188.67 ,9,,,,,For Sale,,,048A721002300,0,0,2/17/2015,Builder,,CA,12/10/1999,Three or More Stories,94618,,,,,,DAKI VENETOULIS,,,
29004836,WC,35,5272 GOLDEN GATE AVE,,OAKLAND,2618,"$849,000 ",,DE,3034,3,4,1,Y,2,1994,0.17,"7,236",,,,19,48A-7103-45,,Yes,RESIDENTIAL,,,2.5,,Alameda,36,36,4/12/1999,ROCKRIDGE UPPER,No,2,0,,No,,3/7/1999 22:00,$279 ,,3/8/1999,,Excl Right,,4/12/1999,"$819,000 ",,No,0,No,No,"$819,000 ","$849,000 ",,$279.83 ,8,,,,,For Sale,,,048A710304500,0,0,8/18/2001,Other,,CA,4/12/1999,Three or More Stories,94618,,,,,,DAVID ICHIKAWA,1125372,,
28462781,WC,49,5560 GOLDEN GATE AV,,OAKLAND,2618,"$849,950 ",,DE,3400,4,3,1,Y,1,1998,0.25,"10,836",,,,15,48A-7210-47,,Yes,RESIDENTIAL,,,2.25,,Alameda,50,50,1/30/1999,,Yes,1,0,,No,,12/11/1998 22:00,$249 ,,12/12/1998,,Excl Right,,1/30/1999,"$849,950 ",,No,0,No,No,$0 ,"$849,950 ",,$249.99 ,10,,,,,For Sale,,,048A721004700,0,0,2/17/2015,Other,,CA,1/30/1999,Two Story,94618,,,,,,PATSY CHAN,,,
40647850,WC,106,1825 TUNNEL RD,,OAKLAND,2618,"$888,000 ",,DE,3590,4,3,1,Y,2,2003,0.123646,"5,386",,,,11,048H762102803,4044,Yes,RESIDENTIAL,,,3%,,Alameda,106,106,9/16/2014,CLAREMONT HILLS,Yes,1,,,No,,3/3/2014 11:28,$247 ,1358826,3/3/2014,,Excl Agency,,9/16/2014,"$998,000 ",,,,Yes,No,"$888,888 ","$888,000 ",9/3/2014,$247.35 ,12,,,,,For Sale,,,048H762102803,,,9/16/2014,Measured,None,CA,9/16/2014,Three or More Stories,94618,1001,,,,,TOM DECKER,1358826,,
