Year,Rank,Agent,Office,UnitsListed,VolumeListed,UnitsSold,VolumeSold,UnitsTotal,VolumeTotal,% MLS Volume,Avg Ttl Price,Avg DOM
2016,11634,"Chin, Suhl - QS800212",Zephyr Real Estate - QSZEPH01,1,"$395,000 ",0,$0 ,1,"$395,000 ",0,"395,000",0
2016,11700,"Holst, Damon - ML181444",Intero Real Estate Services - ML35507,1,"$386,000 ",0,$0 ,1,"$386,000 ",0,"386,000",0
2016,11718,"Rivas, David A. - ML187270",Century 21 M&M and Associates - ML80501,1,"$384,000 ",0,$0 ,1,"$384,000 ",0,"384,000",0
2016,11761,"Denny, Vincent - QMMDENVINC",Union Strong Homeowners Inc - QM01CLKB,1,"$377,000 ",0,$0 ,1,"$377,000 ",0,"377,000",0
2016,11773,"Castaldini, Frank - QS805355",Coldwell Banker - QSCOLD23,1,"$375,000 ",0,$0 ,1,"$375,000 ",0,"375,000",0
2016,11794,"OSBALDESTON, DAVID - R01320628",OZ REALTY - ROZRE,1,"$372,888 ",0,$0 ,1,"$372,888 ",0,"372,888",0
2016,11535,"Gines, Eddy - QMDGINESED","Ed Gines, Broker - QM01SFUN",1,"$410,000 ",1,"$275,000 ",2,"$685,000 ",0.00%,"342,500",0
2016,12007,"Gustafson, Karen - QMMGUSTAFK",Realty ONE Group Gold - QM01ROGG,1,"$340,000 ",0,$0 ,1,"$340,000 ",0,"340,000",0
2016,12008,"Houston, Michelle - QMPHOUSMIC",RE/MAX Gold - QM01RMXG33,1,"$340,000 ",1,"$340,000 ",2,"$680,000 ",0.00%,"340,000",0
2016,12050,"Davis, Misha - 159524193",Park One Properties - CCPOP,1,"$334,000 ",0,$0 ,1,"$334,000 ",0,"334,000",0
2016,12202,"Acosta, Patricia - QMMSULLENP",Powerhouse Realty - QM01POW01,1,"$306,500 ",0,$0 ,1,"$306,500 ",0,"306,500",0
2016,12317,"Kilby, Cheri - QMECKILBY",CK Real Estate Services - QM01KILBY,1,"$280,000 ",0,$0 ,1,"$280,000 ",0,"280,000",0
2016,12361,"Keenan, Matthew - QMMKEENMAT",PMZ Real Estate - QM01ZAGA06,1,"$270,000 ",0,$0 ,1,"$270,000 ",0,"270,000",0
2016,12573,"D'Amelio, Todd - QBD0662",Twin Oaks Real Estate INC - QB7DOAKES,1,"$206,000 ",0,$0 ,1,"$206,000 ",0,"206,000",0
2016,12582,"Richardson, Luann - QMSRICHLUA",RE/MAX Gold - QM01RMXG18,1,"$201,000 ",0,$0 ,1,"$201,000 ",0,"201,000",0
2016,12584,"Angelo, Angie - 159510696",RE/MAX Accord - CCRMXA01,1,"$200,000 ",0,$0 ,1,"$200,000 ",0,"200,000",0
2016,12726,"Brown, La Sonja - QMSBROWNLS","LKB Enterprises, Inc - QM01LASO",1,"$125,000 ",0,$0 ,1,"$125,000 ",0,"125,000",0
2016,12759,"Pace, Darryl - QMMPACEDAR",Broker Direct Realty - QM01DLPB,1,"$100,000 ",1,"$100,000 ",2,"$200,000 ",0,"100,000",0
2016,12873,"Prashar, Chit Rk - 206514786",Legacy Real Estate &Associates - CCLREA,1,"$3,900 ",0,$0 ,1,"$3,900 ",0,"3,900",0
2016,12923,"COURTNEY, KAREN - R63480",MARPLES & ASSOCIATES REALTORS - DMARP,1,$795 ,0,$0 ,1,$795 ,0,795,0
2016,7186,"Ard, Keith - QMYKIERSTEN",RE/MAX Gold Corporate - QM01RMXG22,1,"$1,469,000 ",0,$0 ,1,"$1,469,000 ",0.00%,"1,469,000",1
2016,8459,"Simkin, Dennis - 159502149",J. Rockcliff Realtors Inc - CCJROCK02,1,"$989,000 ",1,"$989,000 ",2,"$1,978,000 ",0.00%,"989,000",1
2016,9686,"Raie, Nabila - QMDRAIENAB",Berkshire Hathaway HomeServices-Drysdale Properties - QM01PCRR01,1,"$710,000 ",1,"$710,000 ",2,"$1,420,000 ",0.00%,"710,000",1
2016,10382,"Robitaille, Paula - QMDROBITPA",Grupe Real Estate - QM01GRPE07,1,"$590,000 ",0,$0 ,1,"$590,000 ",0.00%,"590,000",1
2016,10658,"Selzer, (R) Heine - HEINESELZER",American Beachside Brokers - CCRCPAMBEACHSIDEBR,1,"$540,000 ",0,$0 ,1,"$540,000 ",0.00%,"540,000",1
2016,10802,"Pabla, Kundan Singh - 206520003","Kundan Singh Pabla, Brkr - SKPS01",1,"$520,000 ",1,"$520,000 ",2,"$1,040,000 ",0.00%,"520,000",1
2016,11243,"DeVlaminck, Mona Lee - ML7650",Keller Williams Realty-Silicon Valley - ML33036,1,"$450,000 ",0,$0 ,1,"$450,000 ",0,"450,000",1
2016,11327,"Giang, Crystal Zhu - 206534698",BQ Group - SBQI01,1,"$440,000 ",0,$0 ,1,"$440,000 ",0,"440,000",1
2016,11561,"Garcia, Shelly - QMEGARCIAS",RE/MAX Gold El Dorado Hills - QM01RMXG06,1,"$405,000 ",1,"$405,000 ",2,"$810,000 ",0.00%,"405,000",1
2016,11610,"Nguyen, Benny - ML204187",Akimax Realty - ML28530,1,"$400,000 ",0,$0 ,1,"$400,000 ",0,"400,000",1
2016,11656,"Bristol, Dave - QMSBRISTOL",Coldwell Banker-Res R E Srv - QM01CLBA12,1,"$393,000 ",0,$0 ,1,"$393,000 ",0,"393,000",1
2016,11732,"Barrett, Janet - QMSBARREJA",1st American Realty - QM011ST01,1,"$380,000 ",1,"$380,000 ",2,"$760,000 ",0.00%,"380,000",1
2016,11878,"Weirich, Gregory - QMSWEIRGRE",Blue Rock Realty Inc - QM01MTN,1,"$360,000 ",0,$0 ,1,"$360,000 ",0,"360,000",1
2016,12044,"Phan, Stanley - ML202275",iHome iLoan inc - ML85435,1,"$335,000 ",1,"$335,000 ",2,"$670,000 ",0.00%,"335,000",1
2016,12071,"Neelans, Jessica - QMDNEELANS",Country Oaks Realty - QM01OAKS,1,"$330,000 ",0,$0 ,1,"$330,000 ",0,"330,000",1
2016,12138,"Johnson, Patrice - QMPJOHNPAT",Realty One Group Complete - QM01ROGC,1,"$320,000 ",0,$0 ,1,"$320,000 ",0,"320,000",1
2016,12347,"Sabido, Chris A. - ML193669",Better Homes and Gardens Real Estate J.F. Finnegan - ML81457,1,"$275,000 ",1,"$275,000 ",2,"$550,000 ",0.00%,"275,000",1
2016,12512,"Owens, Stephanie - QMMOWENSTE",Catalyst Real Estate Profes - QM01CA01,1,"$230,000 ",0,$0 ,1,"$230,000 ",0,"230,000",1
2016,12532,"Mitchell, Joan - QMSMITJOAN",Warren Realty - QM01TIMW,1,"$224,000 ",0,$0 ,1,"$224,000 ",0,"224,000",1
2016,12696,"Phommachit, Simon - 206523305",Prudential California Rlty - SGDT01,1,"$145,000 ",1,"$145,000 ",2,"$290,000 ",0,"145,000",1
2016,12715,"Noel, Candie - ML14070",Bailey Properties - ML39757,1,"$135,000 ",1,"$135,000 ",2,"$270,000 ",0,"135,000",1
2016,7996,"McMillan, Linda - QMELINDAMC",RE/MAX Gold El Dorado Hills - QM01RMXG06,1,"$1,130,000 ",0,$0 ,1,"$1,130,000 ",0.00%,"1,130,000",2
2016,8270,"Pak, Hyo Jin - ML295845",Prima Investment Group Inc. - ML28238,1,"$1,045,000 ",1,"$1,045,000 ",2,"$2,090,000 ",0.00%,"1,045,000",2
2016,8741,"Michaud, Janay - ML9045",Heritage Realty - ML35869,1,"$912,000 ",0,$0 ,1,"$912,000 ",0.00%,"912,000",2
2016,8814,"Rakita, Steve - ML205171",Ridgley Group - ML86061,1,"$895,000 ",0,$0 ,1,"$895,000 ",0.00%,"895,000",2
2016,9566,"Murray, Robert - QMSMURROBE",Storybook Realty - QM01AMUR,1,"$730,000 ",0,$0 ,1,"$730,000 ",0.00%,"730,000",2
2016,9992,"Vaccaro, Grace - ML88938",Better Homes & Gardens Real EstateVentura Barnett Properties - ML36228,1,"$650,875 ",0,$0 ,1,"$650,875 ",0.00%,"650,875",2
2016,9995,"Bishop, Fran - QMSBISHFRA",RE/MAX Gold Rocklin - QM01RMXG71,1,"$650,000 ",0,$0 ,1,"$650,000 ",0.00%,"650,000",2
2016,10213,"Witzel, Charles - ML91436",Coastside Associates Real Estate - ML37642,1,"$619,000 ",0,$0 ,1,"$619,000 ",0.00%,"619,000",2
2016,10459,"Sirotka, Juan - ML2409",Beale Properties - ML39619,1,"$575,000 ",0,$0 ,1,"$575,000 ",0.00%,"575,000",2
2016,10518,"McGee, Garry - QMDMCGEEGR",Perfect Financial Solutions - QM01PTFS,1,"$562,600 ",1,"$562,600 ",2,"$1,125,200 ",0.00%,"562,600",2
2016,8157,"Cocchi, Chris - QBD0050",Chris Cocchi Real Estate - QBDCOCCHI,2,"$1,076,000 ",0,$0 ,2,"$1,076,000 ",0.00%,"538,000",2
2016,11385,"McGrath, Pat - 159519568",J. Rockcliff Realtors Inc. - CCJROCK,1,"$431,000 ",1,"$585,000 ",2,"$1,016,000 ",0.00%,"508,000",2
2016,11279,"Ramirez, Raquel - ML15584",Mission Homes Realty - ML37424,1,"$448,655 ",0,$0 ,1,"$448,655 ",0,"448,655",2
2016,11341,"Skaggs, Andrew - QMYSKAGGSA",Keller Williams Realty - QM01KWRE07,1,"$440,000 ",0,$0 ,1,"$440,000 ",0,"440,000",2
2016,11752,"Warren, Michael - 213502263",Pinnacle Realtors - CCWQUALS,1,"$380,000 ",1,"$499,900 ",2,"$879,900 ",0.00%,"439,950",2
2016,8457,"Zuberi, Joseph - 206536068",Intero Real Estate Services - SBKS01,2,"$990,000 ",1,"$325,000 ",3,"$1,315,000 ",0.00%,"438,333",2
2016,11440,"Luz chavez, Alba - ML243773",Real Estate EBroker - ML28615,1,"$425,000 ",0,$0 ,1,"$425,000 ",0,"425,000",2
2016,11703,"Cortez, Sonia - QMMCORTEZS","DAD Professional Services, Inc. - QM01DRTS",1,"$385,000 ",0,$0 ,1,"$385,000 ",0,"385,000",2
2016,11721,"Clarke, Nancy - 159509195",Fidelity Realty - CCFIDR,1,"$382,550 ",0,$0 ,1,"$382,550 ",0,"382,550",2
2016,11809,"La Poll, Francis - ML9457",La Poll Realtors - ML37688,1,"$370,000 ",0,$0 ,1,"$370,000 ",0,"370,000",2
2016,11887,"Fisher, Richard - QMPFISHERR",Keller Williams Realty - QM01KWRE,1,"$358,000 ",0,$0 ,1,"$358,000 ",0,"358,000",2
2016,11907,"MANN, JERRY - R00003330",DUKELLIS REAL ESTATE - DEXECU,1,"$355,000 ",0,$0 ,1,"$355,000 ",0,"355,000",2
2016,11966,"Lin, Joann - ML98511","Joann Lin, Broker - ML28383",1,"$347,000 ",0,$0 ,1,"$347,000 ",0,"347,000",2
2016,11990,"Landis, (R) Ken - KENLANDIS",GSE Realty - CCRCPGSE,1,"$343,000 ",0,$0 ,1,"$343,000 ",0,"343,000",2
2016,12070,"Navarro, Bonnie - QMSWHITEBO",The Turtlestone Group - QM01TRTL,1,"$330,000 ",0,$0 ,1,"$330,000 ",0,"330,000",2
2016,12139,"Kennedy, Juliet - ML191145",Alliance Bay Realty - ML38731,1,"$320,000 ",0,$0 ,1,"$320,000 ",0,"320,000",2
2016,12370,"Conklin, Ronald - ML213300",Coldwell Banker - ML80902,1,"$268,000 ",0,$0 ,1,"$268,000 ",0,"268,000",2
2016,12508,"Hoglund, Eric - QBD321810",Estey Real Estate - QBDESTEY,1,"$230,000 ",0,$0 ,1,"$230,000 ",0,"230,000",2
2016,12607,"Contreras, Juan - QMMTREJUAN",Allison James Estates & Homes - QM01ALLJ,1,"$191,000 ",0,$0 ,1,"$191,000 ",0,"191,000",2
2016,10909,"LLOYD, GLORIA - R01803013",UNKNOWN - UNKNOWN,3,"$502,500 ",1,"$174,000 ",4,"$676,500 ",0.00%,"169,125",2
2016,12791,"Basich, Cecelia - QBD334332",RE/MAX Gold of Fairfield - QBCREGO8,1,"$68,000 ",1,"$68,000 ",2,"$136,000 ",0,"68,000",2
2016,6031,"Chimienti, Amanda - 159524502",Windermere Diablo Realty - CCDR,1,"$2,150,000 ",0,$0 ,1,"$2,150,000 ",0.00%,"2,150,000",3
2016,6516,"Peterson, Ronald - 159508205",Ronald W. Peterson - CCRPTS,1,"$1,825,000 ",0,$0 ,1,"$1,825,000 ",0.00%,"1,825,000",3
2016,8965,"Van Deusen, Lisa - 206516768",RE/MAX Accord - CCRMXA10,1,"$860,000 ",0,$0 ,1,"$860,000 ",0.00%,"860,000",3
2016,9008,"Sanchez, Sergio - ML286333",KW Silicon City - ML5009038,1,"$850,000 ",0,$0 ,1,"$850,000 ",0.00%,"850,000",3
2016,8236,"Rodgers, Pam - ML208458",Intero Real Estate Services - ML35507,1,"$1,055,000 ",1,"$505,000 ",2,"$1,560,000 ",0.00%,"780,000",3
2016,9545,"Hamilton, Carol - ML102340",Century 21-Alpha - ML36011,1,"$735,000 ",0,$0 ,1,"$735,000 ",0.00%,"735,000",3
2016,9561,"Booze, Sherry - QMSBOOZESH",Sherry Booze Realty - QM01BOOZ,1,"$730,000 ",1,"$730,000 ",2,"$1,460,000 ",0.00%,"730,000",3
2016,9691,"Martinez, Ernesto - ML188835",Realty World Golden Hills - ML80872,1,"$709,000 ",0,$0 ,1,"$709,000 ",0.00%,"709,000",3
2016,9764,"Gomes, Wayne - ML2750",Coldwell Banker - ML39593,1,"$695,000 ",0,$0 ,1,"$695,000 ",0.00%,"695,000",3
2016,10577,"Elder, Sue - 206500221",BHHS Drysdale Properties - SWWH03,1,"$550,000 ",2,"$1,385,000 ",3,"$1,935,000 ",0.00%,"645,000",3
2016,10163,"Chen-Shen, Wendy - ML211056",Coldwell Banker - ML38257,1,"$625,000 ",0,$0 ,1,"$625,000 ",0.00%,"625,000",3
2016,10178,"Tringali, Larry - ML148484",Vivid Estates - ML39336,1,"$625,000 ",1,"$625,000 ",2,"$1,250,000 ",0.00%,"625,000",3
2016,10238,"Zhu, Jie - QS807707",Coldwell Banker - QSCOLD23,1,"$615,000 ",0,$0 ,1,"$615,000 ",0.00%,"615,000",3
2016,10283,"Wellen, Jeffrey - QBB314210",TouchStone Properties - QBBSNELL,1,"$608,000 ",0,$0 ,1,"$608,000 ",0.00%,"608,000",3
2016,10580,"Gill, Yuv - QMSGILLYUV","Eminent Realty Services, Inc. - QM01ERSI",1,"$550,000 ",0,$0 ,1,"$550,000 ",0.00%,"550,000",3
2016,10880,"Piatt, Jim - QMPPIATJIM","Hammer Real Estate Group, Inc - QM01HMMR",1,"$507,500 ",0,$0 ,1,"$507,500 ",0.00%,"507,500",3
2016,10912,"Kucera, David - ML88847",Santa Clara Properties - ML37682,1,"$501,500 ",0,$0 ,1,"$501,500 ",0.00%,"501,500",3
2016,11000,"Pal, Moti - QMPPALMOTI",Intero Real Estate Services - QM01SSCR,1,"$490,000 ",0,$0 ,1,"$490,000 ",0.00%,"490,000",3
2016,11199,"Sorenson, Beatrice - QBC327976",KW Vaca Valley - QB7C1285,1,"$456,000 ",0,$0 ,1,"$456,000 ",0,"456,000",3
2016,12108,"Kornblum, Guy - ML226223","North Point Real Estate Services, Inc. - ML88395",1,"$325,000 ",1,"$580,000 ",2,"$905,000 ",0.00%,"452,500",3
2016,11307,"Yee, Nancy S. - ML99618",Maxreal - ML29496,1,"$445,000 ",0,$0 ,1,"$445,000 ",0,"445,000",3
2016,11489,"Campbell, Pamela - QMSCAMPPAM",Realty One Group Complete - QM01ROGC02,1,"$417,000 ",0,$0 ,1,"$417,000 ",0,"417,000",3
2016,11538,"Howard, Ron - 159506114",Valley Realty - CCVALL,1,"$410,000 ",1,"$380,000 ",2,"$790,000 ",0.00%,"395,000",3
2016,11103,"Hutson, Bettie - 213501081",Exodus Professional R.E. Group - CCWHTSN,1,"$470,500 ",1,"$265,000 ",2,"$735,500 ",0.00%,"367,750",3
2016,9794,"GRIFFIN, JOHNATHAN - R01914104",FEAGLEY REALTORS - BFMII,2,"$688,000 ",0,$0 ,2,"$688,000 ",0.00%,"344,000",3
2016,12091,"Jovic, Vujadin - QMSJOVICVU",LOA Properties Inc. - QM01JOVI,1,"$326,000 ",0,$0 ,1,"$326,000 ",0,"326,000",3
2016,12143,"Martinez, Sasha - ML210034",Coldwell Banker - ML39593,1,"$320,000 ",0,$0 ,1,"$320,000 ",0,"320,000",3
2016,12259,"Chen, Winston - QMMCHENWIN",Klemm Real Estate - QM01KLEM,1,"$295,000 ",0,$0 ,1,"$295,000 ",0,"295,000",3
2016,12379,"Lafferty, Curtis - QBD0455","Century 21 Schutjer Realty, Inc - QBDCESCH",1,"$265,000 ",0,$0 ,1,"$265,000 ",0,"265,000",3
2016,12549,"DECATUR, ALICIA - R01781296",REAL ESTATE EBROKER INC. - OFREBI,1,"$216,000 ",1,"$216,000 ",2,"$432,000 ",0,"216,000",3
2016,12560,"Diller, Amy - QBA315535",Bradley Real Estate-Novato - QBAMELISS3,1,"$213,000 ",0,$0 ,1,"$213,000 ",0,"213,000",3
2016,12595,"Wong, Clara - QS808069",Century 21 Realty Alliance Fine Homes and Estates - QSCAFH,1,"$196,000 ",0,$0 ,1,"$196,000 ",0,"196,000",3
2016,12654,"CROWLEY, AMBER - R01409193",UNKNOWN - UNKNOWN,1,"$171,000 ",0,$0 ,1,"$171,000 ",0,"171,000",3
2016,12425,"O'MELAY, TATIANA - R01909241",UNKNOWN - UNKNOWN,1,"$252,000 ",1,"$72,500 ",2,"$324,500 ",0,"162,250",3
2016,12738,"Paterson, Mark - ML247358",Pierce Real Estate - ML88448,1,"$119,900 ",0,$0 ,1,"$119,900 ",0,"119,900",3
2016,12880,"Kang, Keith - 206535702",Homescape - SKSK01,1,"$3,600 ",0,$0 ,1,"$3,600 ",0,"3,600",3
2016,6853,"Perryman, Dale - QBA338503",Wine Country Real Estate - QB7B556,1,"$1,628,000 ",0,$0 ,1,"$1,628,000 ",0.00%,"1,628,000",4
2016,5469,"Jonsson, Ruobei - QS811249",Vault Realty Group - QSCDDN,2,"$2,640,000 ",0,$0 ,2,"$2,640,000 ",0.00%,"1,320,000",4
2016,7636,"Dakin, Loren - ML284394",Alain Pinel Realtors - ML38324,1,"$1,260,000 ",0,$0 ,1,"$1,260,000 ",0.00%,"1,260,000",4
2016,8068,"Huxley, Tim - ML179891",American Dream Realty - ML35586,1,"$1,108,000 ",0,$0 ,1,"$1,108,000 ",0.00%,"1,108,000",4
2016,8231,"Carrillo, Will - ML6174",RE/MAX Real Estate Services - ML38254,1,"$1,055,000 ",0,$0 ,1,"$1,055,000 ",0.00%,"1,055,000",4
2016,7071,"Bordes, Carolyn - QBA336679",Carolyn M Bordes - QB7A174,1,"$1,515,000 ",1,"$515,000 ",2,"$2,030,000 ",0.00%,"1,015,000",4
2016,6334,"Hills, Brannon - 159521610",Redeemer Solutions Realty Grp - CCRSL!,2,"$1,938,000 ",2,"$1,600,000 ",4,"$3,538,000 ",0.00%,"884,500",4
2016,8984,"Borges, Garrett - QBC335159","MPC Projects, Inc - QB7C330",1,"$854,000 ",0,$0 ,1,"$854,000 ",0.00%,"854,000",4
2016,8365,"Hill, Rich - 206537154",BHHS Drysdale Properties - SWWH02,1,"$1,015,000 ",1,"$565,000 ",2,"$1,580,000 ",0.00%,"790,000",4
2016,9804,"Cacao, Freddie - ML27833",B N G Realty - ML38076,1,"$685,000 ",2,"$1,600,000 ",3,"$2,285,000 ",0.00%,"761,667",4
2016,9467,"Alikian, Hera - 206518443",Real Estate Source - CCWTWCR02,1,"$750,000 ",1,"$749,000 ",2,"$1,499,000 ",0.00%,"749,500",4
2016,9653,"Pagel, Natalie - QMPPAGENAT",Real Estate eBrokers Inc. - QM01REBI03,1,"$715,000 ",0,$0 ,1,"$715,000 ",0.00%,"715,000",4
2016,9745,"Roudebush, Lori - QMMCOWALOR",Century 21 M & M and Assoc. - QM01MMNA08,1,"$699,950 ",0,$0 ,1,"$699,950 ",0.00%,"699,950",4
2016,9786,"Meyer, Gary - ML148981",RE/MAX Star Properties - ML29399,1,"$690,000 ",0,$0 ,1,"$690,000 ",0.00%,"690,000",4
2016,9791,"Wallace, Gary - 206534215",CTW Real Estate Srvcs - SCTZ01,1,"$690,000 ",1,"$690,000 ",2,"$1,380,000 ",0.00%,"690,000",4
2016,12727,"Curry, Tanya - QMSCURRYTA",Lyon Real Estate LP - QM01LYON18,1,"$125,000 ",1,"$1,200,000 ",2,"$1,325,000 ",0.00%,"662,500",4
2016,9233,"Chaghouri, Gaby C. - ML192386",Hyatt Brokers Associate - ML81049,1,"$800,000 ",1,"$512,000 ",2,"$1,312,000 ",0.00%,"656,000",4
2016,9697,"Barto, Sherry - ML308526",Real Estate EBroker - ML28615,1,"$705,000 ",1,"$566,000 ",2,"$1,271,000 ",0.00%,"635,500",4
2016,10272,"Belluomini, Steve - ML193517",Better Homes and Gardens Real Estate J.F. Finnegan Realtors - ML81461,1,"$609,000 ",0,$0 ,1,"$609,000 ",0.00%,"609,000",4
2016,10722,"Nicklous, Todd - 206516987",BHHS Drysdale Properties - SWWH03,1,"$530,000 ",1,"$650,000 ",2,"$1,180,000 ",0.00%,"590,000",4
2016,10476,"Dave, Digant - ML229392",Coldwell Banker - ML39091,1,"$570,000 ",0,$0 ,1,"$570,000 ",0.00%,"570,000",4
2016,10587,"Maddux, Robert - QMSMADDUXR",1st American Realty - QM011ST01,1,"$550,000 ",0,$0 ,1,"$550,000 ",0.00%,"550,000",4
2016,10637,"Rager, Eric - ML149670",A. C. Madison RE Svcs. - ML38245,1,"$542,500 ",1,"$542,500 ",2,"$1,085,000 ",0.00%,"542,500",4
2016,10663,"Charles, Cheri - QMSCHARCHE",Future Homes and Real Estate - QM01RWTE,1,"$539,000 ",1,"$539,000 ",2,"$1,078,000 ",0.00%,"539,000",4
2016,9957,"Kwok, Kendra - ML92698",Top One Investment Inc - ML29481,1,"$657,500 ",2,"$949,800 ",3,"$1,607,300 ",0.00%,"535,767",4
2016,12449,"Angel, Jill - 206523311",Premier RE & Invest Group - SPGP01,1,"$245,000 ",1,"$821,500 ",2,"$1,066,500 ",0.00%,"533,250",4
2016,10892,"Ha, Diem- Minh - ML65751",Homegate Realty - ML32267,1,"$505,000 ",1,"$550,000 ",2,"$1,055,000 ",0.00%,"527,500",4
2016,8362,"Brady, Bill - 159512799",Bill Brady Real Estate Brok - CCBRDY,2,"$1,015,000 ",0,$0 ,2,"$1,015,000 ",0.00%,"507,500",4
2016,11004,"Yang, Grace Liu - 206536537",Elite RE & Financial Group - SLXU01,1,"$490,000 ",0,$0 ,1,"$490,000 ",0.00%,"490,000",4
2016,11119,"Peng, Dennis - QS810422",Sequoia Real Estate - QSSQRE,1,"$470,000 ",0,$0 ,1,"$470,000 ",0,"470,000",4
2016,11138,"Hansen, Rhonda - ML85718",Alain Pinel Realtors - ML38421,1,"$465,000 ",0,$0 ,1,"$465,000 ",0,"465,000",4
2016,11147,"Schraeder, Sandra - QMSSCHRAED",Keller Williams Realty - QM01KWRE12,1,"$465,000 ",0,$0 ,1,"$465,000 ",0,"465,000",4
2016,8758,"Nagamine, Hiroyuki - QS981453",Barbagelata Real Estate - QSBARB,2,"$908,500 ",0,$0 ,2,"$908,500 ",0.00%,"454,250",4
2016,11445,"ONeal, Christina - QMMSANDERS",At Home Real Estate Group - QM01AHRG,1,"$425,000 ",0,$0 ,1,"$425,000 ",0,"425,000",4
2016,11523,"Leung, Lisa - ML89983",Referral Realty - ML39084,1,"$412,000 ",1,"$412,000 ",2,"$824,000 ",0.00%,"412,000",4
2016,9621,"Babar, Adeel - 159517552",Kensington Estates - CCKENNCOMM,2,"$720,000 ",2,"$890,000 ",4,"$1,610,000 ",0.00%,"402,500",4
2016,11602,"KINSLEY, TRACY - R01365391",A. MEADOWS REAL ESTATE - DAMPM,1,"$400,000 ",0,$0 ,1,"$400,000 ",0,"400,000",4
2016,11705,"Haisley, Andria - QBC336706",Shafer Real Estate - QB7CSHAFER,1,"$385,000 ",0,$0 ,1,"$385,000 ",0,"385,000",4
2016,9616,"Colacino, Richard - QMMCOLARIC",Realty1Team - QM01RYTM,2,"$722,000 ",0,$0 ,2,"$722,000 ",0.00%,"361,000",4
2016,11875,"Rose, Shannon - 198014219",Keller Williams Cupertino - SAZW01,1,"$360,000 ",0,$0 ,1,"$360,000 ",0,"360,000",4
2016,11890,"Sabouri, Farhad - ML94941",Bayview Residential Brokerage - ML35021,1,"$358,000 ",0,$0 ,1,"$358,000 ",0,"358,000",4
