MLS No,Status,DOM,Address,Unit,City,Area,LP,SP,Building Type,SqFt,Bedrooms,Baths,Baths Partial,Gar,GarSp,YrBlt,Acres,Lot SqFt,HOA Fee,HOA Fees Freq,Close Date,Age,APN,Census Tract,City Transfer Tax,Class,Co List Agent BRE Num.,Co Sell Agent BRE Num.,Comp to Selling Office,Comp Type,County,Cumulative DOMLS,Days On MLS,General Date,Dist/Neighborhood/Subdiv,Dual Variable,Fireplaces,Floor Unit is on,Foreclosure Status,HOA,How Sold,Input Date,List $/SqFt,List Agent BRE Num.,List Date,Listing Broker BRE Number,Listing Type,Number of offers,Off Market Date,Original Price,Pending Date,Pending Litigation,Occ%,Point of Sale Ordinance,Pool (Y/N),Previous Price,Price,Price Date,Price/SqFt,Rooms Total,Sale $/SqFt,Sale COOP,Sale/Last List $,Sale/Original $,Sale/Rent,Selling Broker BRE Number,Sold Agent BRE Num.,Tax ID,TIC % Owner Offered,Units in Complex,Update Date,Source,Special Information,State,Status Date,Stories,Zip,Zoning,Co-List Agent - Agent Name,Co-List Agent - License ID,Co-Sell Agent - Agent Name,Co-Sell Agent - License ID,Listing Agent - Agent Name,Listing Agent - License ID,Selling Agent 1 - Agent Name,Selling Agent 1 - License ID
21030157,WC,57,6677 BANNING DR,,OAKLAND,2611,"$449,000 ",,DE,99999,3,2,1,Y,2,1976,0.11,"5,000",,,,37,48D-7307-42-1,,Yes,RESIDENTIAL,,,2.5,,Alameda,58,58,10/17/2001,,No,1,0,,No,,8/20/2001 22:00,$4 ,,8/21/2001,,Excl Right,,10/17/2001,"$469,000 ",,No,0,No,No,"$469,000 ","$449,000 ",,$4.49 ,6,,,,,For Sale,,,48D-7307-42-1,0,0,4/16/2002,Other,,CA,10/17/2001,Two Story,94611,,,,,,TERESA CHAN,,,
27234729,WC,232,8898 SKYLINE BL,,OAKLAND,2611,"$479,900 ",,DE,3637,4,3,1,Y,2,1989,0.15,"6,360",,,,24,48D-7296-28,,Yes,RESIDENTIAL,,,4,,Alameda,233,233,11/28/1997,MONTCLAIR,No,3,0,,No,,4/9/1997 22:00,$131 ,,4/10/1997,,Excl Right,,11/28/1997,"$549,500 ",,No,0,No,No,"$499,700 ","$479,900 ",,$131.95 ,9,,,,,For Sale,,,048D729602800,0,0,2/17/2015,Public Records,,CA,11/28/1997,Tri-Level,94611,R-30,,,,,JIM KIMBALL,,,
28459213,WC,89,10 EAST CR,,OAKLAND,2611,"$495,000 ",,DE,3639,3,3,1,Y,2,1985,0,0,,,,28,48E-7325-25,,Yes,RESIDENTIAL,,,3%,,Alameda,90,90,9/2/1998,MONTCLAIR,No,0,0,,No,,6/4/1998 22:00,$136 ,,6/5/1998,,Excl Right,,9/2/1998,"$495,000 ",,No,0,No,No,$0 ,"$495,000 ",,$136.03 ,9,,,,,For Sale,,,048E732502500,0,0,8/18/2001,Public Records,,CA,9/2/1998,Three or More Stories,94611,,,,,,DAVID R. VALVA,811437,,
40433349,WC,31,4516 MONTGOMERY ST,,OAKLAND,2611,"$499,000 ",,CO,9999,3,2,0,N,0,1926,0.11,"5,000",95,M,,87,13-1129-44,4041,Yes,RESIDENTIAL,,,2.5,,Alameda,31,31,11/9/2009,OAKLAND,No,0,1,,Yes,,10/9/2009 13:33,$50 ,,10/9/2009,,Excl Right,,11/9/2009,"$499,000 ",,No,100,No,No,"$499,000 ","$499,000 ",10/9/2009,$49.90 ,12,,,,,For Sale,,,13-1129-44,,2,4/21/2011,Other,None,CA,11/9/2009,Two Story,94611-4209,1101,,,,,MATTHEW GORMAN,1345280,,
28457072,WC,143,10 EAST CR,,OAKLAND,2611,"$539,000 ",,DE,3639,3,3,1,Y,2,1988,0,0,,,,25,48E-7325-25,,Yes,RESIDENTIAL,,,3%,,Alameda,144,144,7/31/1998,MONTCLAIR,Yes,0,0,,No,,3/9/1998 22:00,$148 ,,3/10/1998,,Excl Right,,7/31/1998,"$589,000 ",,No,0,No,No,"$589,000 ","$539,000 ",,$148.12 ,9,,,,,For Sale,,,048E732502500,0,0,8/18/2001,Public Records,,CA,7/31/1998,Three or More Stories,94611,,,,,,JANE H YOON,644870,,
27453838,WC,80,9086 BROADWAY TE,,OAKLAND,2611,"$539,000 ",,DE,4090,5,4,0,Y,2,1995,0.14,"6,210",,,,18,48G-7426-27-9,,Yes,RESIDENTIAL,,,2.50%,,Alameda,81,81,11/11/1997,,No,0,0,,No,,8/22/1997 22:00,$131 ,,8/23/1997,,Open,,11/11/1997,"$589,000 ",,No,0,No,No,"$569,000 ","$539,000 ",,$131.78 ,8,,,,,For Sale,,,048G742602709,0,0,8/18/2001,Other,,CA,11/11/1997,Three or More Stories,94611,,,,,,JESSE LANE,660609,,
28457252,WC,55,3322 BUTTERS DR,,OAKLAND,2611,"$549,000 ",,DE,3800,4,3,0,Y,2,1992,0,75,,,,21,29-1159-3-2,,Yes,RESIDENTIAL,,,3,,Alameda,56,56,5/8/1998,,No,3,0,,No,,3/13/1998 22:00,$144 ,,3/14/1998,,Excl Right,,5/8/1998,"$549,000 ",,No,0,No,No,$0 ,"$549,000 ",,$144.47 ,8,,,,,For Sale,,,29115900302,0,0,11/22/2010,Measured,,CA,5/8/1998,Two Story,94602,,,,,,WENDY FERRARI,812807,,
27451554,WC,122,3322 BUTTERS DR,,OAKLAND,2611,"$549,000 ",,DE,3800,4,3,1,Y,3,1991,0,75,,,,22,29-1159-3-2,,Yes,RESIDENTIAL,,,3,,Alameda,123,123,8/11/1997,,No,3,0,,No,,4/10/1997 22:00,$144 ,,4/11/1997,,Excl Right,,8/11/1997,"$549,000 ",,No,0,No,No,$0 ,"$549,000 ",,$144.47 ,8,,,,,For Sale,,,29115900302,0,0,11/22/2010,Measured,,CA,8/11/1997,Three or More Stories,94602,,,,,,WENDY FERRARI,812807,,
27454931,WC,120,2405 MONTEREY BL,,OAKLAND,2611,"$550,000 ",,DE,3683,4,2,0,Y,1,1925,0.91,"40,000",,,,88,29A-1330-19-1,,Yes,RESIDENTIAL,,,3,,Alameda,121,121,1/25/1998,MONTCLAIR,No,0,0,,No,,9/26/1997 22:00,$149 ,,9/27/1997,,Excl Right,,1/25/1998,"$550,000 ",,No,0,No,No,$0 ,"$550,000 ",,$149.33 ,8,,,,,For Sale,,,029A133001901,0,0,2/17/2015,Public Records,,CA,1/25/1998,Two Story,94611,,,,,,MICHELE ALDEN,,,
28460880,WC,139,6427 ASCOT DR,,OAKLAND,2611,"$635,000 ",,DE,5000,6,5,0,Y,4,1945,0.31,"13,487",,,,68,48D-7278-52,,Yes,RESIDENTIAL,,,2.5,,Alameda,140,140,1/7/1999,MONTCLAIRE,No,2,0,,No,,8/20/1998 22:00,$127 ,,8/21/1998,,Excl Right,,1/7/1999,"$729,000 ",,No,0,No,Yes,"$659,000 ","$635,000 ",,$127.00 ,12,,,,,For Sale,,,048D727805200,0,0,8/18/2001,Other,,CA,1/7/1999,Two Story,94611,R-30,,,,,THERESA D. CARLISLE,1016920,,
22020265,WC,235,22 GLENWOOD GLADE,,OAKLAND,2611,"$689,000 ",,DE,3519,5,3,0,N,0,1928,0.39,"16,799",,,,85,48G-7403-1-4,,Yes,RESIDENTIAL,,,2.5,,Alameda,236,236,2/25/2003,MONTCLAIR,No,2,0,,No,,7/4/2002 22:00,$195 ,,7/5/2002,,Excl Right,,2/25/2003,"$850,000 ",,No,0,No,Yes,"$850,000 ","$689,000 ",,$195.79 ,11,,,,,For Sale,,,048G740300104,0,0,1/6/2015,Public Records,,CA,2/25/2003,Two Story,94611,,,,,,RUTH J FRASSETTO,779030,,
40508975,WC,123,6501 AITKEN DR,,OAKLAND,2611,"$699,900 ",,DE,5555,6,6,0,Y,3,1990,0.1,"4,407",,,,23,48D-7306-21,4046,Yes,RESIDENTIAL,,,2.5,,Alameda,122,122,6/13/2011,MONTCLAIR,No,3,,,No,,2/11/2011 18:37,$126 ,,2/10/2011,,Excl Right,,6/13/2011,"$729,900 ",,,,No,No,"$729,900 ","$699,900 ",5/4/2011,$125.99 ,10,,,,,For Sale,,,048D730602100,,,6/13/2011,Appraisal,Potential Short Sale,CA,6/13/2011,Three or More Stories,94611-1551,1001,,,,,Jose Diaz,1155260,,
28460505,WC,105,6180 MAZUELA DR,,OAKLAND,2611,"$729,000 ",,DE,4469,4,4,1,Y,3,1998,0,0,17,M,,15,48F-7400-30,,Yes,RESIDENTIAL,,,2.5,,Alameda,106,106,11/24/1998,MONTCLAIR,No,2,0,,Yes,,8/10/1998 22:00,$163 ,,8/11/1998,,Excl Right,,11/24/1998,"$789,000 ",,No,0,No,No,"$749,000 ","$729,000 ",,$163.12 ,11,,,,,For Sale,,,048F740003000,0,0,12/15/2016,Measured,,CA,11/24/1998,Three or More Stories,94611,,,,,,SHERRY BENNINGER,1011715,,
27234313,WC,125,6089 MAZUELA DR,,OAKLAND,2611,"$739,000 ",,DE,3665,5,3,1,Y,2,1995,0.3,"12,897",53,Q,,18,48F-7400-35,,Yes,RESIDENTIAL,,,2.5,,Alameda,126,126,8/7/1997,MONTCLAIR,No,3,0,,Yes,,4/3/1997 22:00,$201 ,,4/4/1997,,Excl Right,,8/7/1997,"$775,000 ",,No,0,No,No,"$749,500 ","$739,000 ",,$201.64 ,9,,,,,For Sale,,,048F740003500,0,0,2/17/2015,Public Records,,CA,8/7/1997,Three or More Stories,94611,,,,,,JOAN STOCKMAN,,,
20028887,WC,8,766 KINGSTON AVE,,OAKLAND,2611,"$750,000 ",,DE,4320,7,4,2,N,4,1957,0.25,"10,894",,,,56,12-928-1-2,,Yes,RESIDENTIAL,,,3,,Alameda,9,9,8/9/2000,PIEDMONT AVENUE,No,3,0,,No,,7/31/2000 22:00,$173 ,,8/1/2000,,Excl Right,,8/9/2000,"$750,000 ",,No,0,No,No,"$750,000 ","$750,000 ",,$173.61 ,14,,,,,For Sale,,,12092800102,0,0,2/17/2015,Public Records,,CA,8/9/2000,One Story,94611,,,,,,CARIN CAROE,,,
29023961,WC,0,6089 MAZUELA DR,,OAKLAND,2611,"$760,000 ",,DE,3665,4,3,1,Y,2,1994,0.3,"12,897",75,Q,,19,48F-7400-35,,Yes,RESIDENTIAL,,,3,,Alameda,1,1,7/30/1999,MONTCLAIR,No,4,0,,Yes,,7/29/1999 22:00,$207 ,,7/30/1999,,Excl Right,,7/30/1999,"$760,000 ",,No,0,No,No,"$760,000 ","$760,000 ",,$207.37 ,8,,,,,For Sale,,,048F740003500,0,0,2/17/2015,Public Records,,CA,7/30/1999,Three or More Stories,94611,,,,,,PEGGY MONTGOMERY,,,
28462252,WC,66,911 AQUARIUS WY,,OAKLAND,2611,"$799,000 ",,DE,3817,5,3,1,Y,2,1998,0.12,"5,330",,,,15,48G-7417-3-2,,Yes,RESIDENTIAL,,,2.5,,Alameda,67,67,1/7/1999,MONTCLAIR,No,2,0,,No,,11/1/1998 22:00,$209 ,,11/2/1998,,Excl Right,,1/7/1999,"$825,000 ",,No,0,No,No,"$825,000 ","$799,000 ",,$209.33 ,12,,,,,For Sale,,,048G741700302,0,0,8/18/2001,Other,,CA,1/7/1999,Three or More Stories,94611,,,,,,DAVID ICHIKAWA,1125372,,
40503790,WC,98,2405 MONTEREY BLVD,,OAKLAND,2611,"$806,900 ",,DE,3643,7,5,0,Y,2,1925,0.82,"35,857",,,,88,29A-1330-19-1,4047,Yes,RESIDENTIAL,,,2.5,,Alameda,205,98,4/22/2011,MONTCLAIR,No,2,,,No,,1/11/2011 2:01,$221 ,,1/11/2011,,Excl Right,,4/22/2011,"$921,900 ",,,,No,No,"$877,900 ","$806,900 ",3/16/2011,$221.49 ,15,,,,,For Sale,,,029A133001901,,,4/22/2011,Other,REO,CA,4/22/2011,Two Story,94611-3345,1001,,,,,Julienne Courtney,1376948,,
22018191,WC,214,7001 ELVERTON DR,,OAKLAND,2611,"$819,950 ",,DE,3678,4,3,1,Y,2,1994,0.46,"19,876",,,,19,48G-7448-61-11,,Yes,RESIDENTIAL,,,3,,Alameda,215,215,1/17/2003,MONTCLAIR HILLS,Yes,2,0,,No,,6/16/2002 22:00,$222 ,,6/17/2002,,Excl Right,,1/17/2003,"$950,000 ",,No,0,No,No,"$849,950 ","$819,950 ",,$222.93 ,9,,,,,For Sale,,,048G744806111,0,0,1/29/2003,Public Records,,CA,1/17/2003,Three or More Stories,94611,,,,,,REVA TOLBERT,1231497,,
27248856,WC,186,6180 MAZUELA DR,,OAKLAND,2611,"$825,000 ",,DE,4260,4,4,0,Y,1,0,0.22,"9,656",17,M,,,48F-7400-30,,Yes,RESIDENTIAL,,,2.75,,Alameda,187,187,6/24/1998,,No,0,0,,Yes,,12/19/1997 22:00,$193 ,,12/20/1997,,Excl Right,,6/24/1998,"$815,000 ",,No,0,No,No,"$845,000 ","$825,000 ",,$193.66 ,9,,,,,For Sale,,,048F740003000,0,0,2/17/2015,Other,,CA,6/24/1998,Two Story,94611,,,,,,ESTHER LOU,,,
40425066,WC,96,6163 GIRVIN DR,,OAKLAND,2611,"$829,000 ",,DE,3985,5,3,1,Y,2,1992,0.43,"18,700",,,,21,48D-7282-7,4046,Yes,RESIDENTIAL,,,3%,,Alameda,390,96,5/7/2010,PIEDMONT PINES,No,2,,,No,,8/17/2009 13:50,$208 ,,8/17/2009,,Excl Right,,5/7/2010,"$875,000 ",,,,No,No,"$849,000 ","$829,000 ",10/1/2009,$208.03 ,9,,,,,For Sale,,,048D728200700,,,8/4/2015,Public Records,None,CA,5/7/2010,Three or More Stories,94611-2444,1001,,,,,Emily Williams,1418386,,
30000923,WC,80,7400 Skyline Blvd.,,OAKLAND,2611,"$839,000 ",,DE,3852,3,3,2,Y,3,1991,,,,,,22,48E-7319-14,,Yes,RESIDENTIAL,,,3%,,Alameda,80,80,1/26/2004,,No,3,,,No,,11/7/2003 7:35,$218 ,,11/7/2003,,Excl Right,,1/26/2004,"$859,000 ",,No,,No,No,"$839,000 ","$839,000 ",,$217.81 ,9,,,,,For Sale,,,048E731901400,,,1/29/2004,Public Records,,CA,1/26/2004,Three or More Stories,94611,,,,,,MARIA SINCLAIR,678374,,
27242334,WC,145,18080 BROADWAY TE,,OAKLAND,2611,"$849,000 ",,DE,4050,4,3,1,Y,2,1997,0.43,"18,560",,,,16,48G-7428-4,,Yes,RESIDENTIAL,,,3,,Alameda,146,146,12/30/1997,,Yes,1,0,,No,,8/6/1997 22:00,$209 ,,8/7/1997,,Excl Right,,12/30/1997,"$925,000 ",,No,0,No,No,"$890,000 ","$849,000 ",,$209.63 ,9,,,,,For Sale,,,048G742800400,0,0,8/18/2001,Other,,CA,12/30/1997,Three or More Stories,94611,SFR,,,,,HENRY GANNETT,AR020097,,
28460695,WC,47,911 AQUARIUS WY,,OAKLAND,2611,"$849,000 ",,DE,3817,5,3,1,Y,2,1998,0.12,"5,330",,,,15,48G-7417-3-2,,Yes,RESIDENTIAL,,,2.5,,Alameda,48,48,10/5/1998,MONTCLAIR,No,2,0,,No,,8/18/1998 22:00,$222 ,,8/19/1998,,Excl Right,,10/5/1998,"$885,000 ",,No,0,No,No,"$885,000 ","$849,000 ",,$222.43 ,12,,,,,For Sale,,,048G741700302,0,0,8/18/2001,Other,,CA,10/5/1998,Three or More Stories,94611,,,,,,DAVID ICHIKAWA,1125372,,
28461751,WC,28,911 AQUARIUS WY,,OAKLAND,2611,"$849,000 ",,DE,3817,5,3,1,Y,2,1998,0.12,"5,330",,,,15,48G-7417-3-2,,Yes,RESIDENTIAL,,,2.5,,Alameda,29,29,11/2/1998,MONTCLAIR,No,2,0,,No,,10/4/1998 22:00,$222 ,,10/5/1998,,Excl Right,,11/2/1998,"$849,000 ",,No,0,No,No,$0 ,"$849,000 ",,$222.43 ,12,,,,,For Sale,,,048G741700302,0,0,8/18/2001,Other,,CA,11/2/1998,Three or More Stories,94611,,,,,,DAVID ICHIKAWA,1125372,,
40450696,WC,77,8801 SKYLINE BLVD,,OAKLAND,2611,"$851,900 ",,DE,4138,5,4,,Y,2,1973,0.24,"10,872",,,,40,48D-7297-48,,Yes,RESIDENTIAL,,,3.00%,,Alameda,75,75,4/30/2010,MONTCLAIR,No,1,,,No,,2/14/2010 12:14,$206 ,,2/12/2010,,Excl Right,,4/30/2010,"$939,900 ",,,,No,No,"$859,900 ","$851,900 ",4/25/2010,$205.87 ,9,,,,,For Sale,,,048D729704800,,,4/30/2010,Public Records,REO,CA,4/30/2010,Three or More Stories,94611,,,,,,DIANA L. DANIEL,1212835,,
21033007,WC,154,6780 OAKWOOD DR,,OAKLAND,2611,"$859,000 ",,DE,3912,4,4,1,Y,2,1995,0.23,"9,867",,,,18,48F-7377-23,,Yes,RESIDENTIAL,,,2.50%,,Alameda,155,155,2/15/2002,MONTCLAIR,No,3,0,,No,,9/13/2001 22:00,$219 ,,9/14/2001,,Excl Right,,2/15/2002,"$889,000 ",,No,0,No,No,"$889,000 ","$859,000 ",,$219.58 ,8,,,,,For Sale,,,048F737702300,0,0,2/16/2002,Public Records,,CA,2/15/2002,Two Story,94611,,,,,,JEFFREY HIMMEL,,,
28459445,WC,52,6174 MAZUELA DR,,OAKLAND,2611,"$875,000 ",,DE,4000,5,4,0,Y,3,1998,0.31,"13,410",17,M,,15,48F-7400-29,,Yes,RESIDENTIAL,,,2.5,,Alameda,53,53,8/10/1998,MONTCLAIR,No,2,0,,Yes,,6/18/1998 22:00,$218 ,,6/19/1998,,Excl Right,,8/10/1998,"$895,000 ",,No,0,No,No,"$895,000 ","$875,000 ",,$218.75 ,10,,,,,For Sale,,,048F740002900,0,0,8/18/2001,Other,,CA,8/10/1998,Two Story,94611,,,,,,PATRICIA R. SCOTT WINSLOW,854987,,
40403565,WC,152,6163 GIRVIN DRIVE,,OAKLAND,2611,"$875,000 ",,DE,3985,5,3,1,Y,2,1992,0.43,"18,700",,,,21,48D-7282-7,4046,Yes,RESIDENTIAL,,,3%,,Alameda,291,128,8/9/2009,PIEDMONT PINES,No,2,,,No,,4/3/2009 14:24,$220 ,,3/10/2009,,Excl Right,,8/9/2009,"$899,000 ",,,,No,No,"$879,900 ","$875,000 ",7/28/2009,$219.57 ,9,,,,,For Sale,,,048D728200700,,,1/31/2014,Other,REO,CA,8/9/2009,Three or More Stories,94611-2444,1001,,,,,Shawna Jorat,1297426,,
40424782,WC,3,6163 GIRVIN DR,,OAKLAND,2611,"$875,000 ",,DE,3985,4,3,1,Y,2,1992,0.43,"18,700",,,,21,48D-7282-7,4046,Yes,RESIDENTIAL,,,3%,,Alameda,294,3,8/17/2009,PIEDMONT PINES,No,2,,,No,,8/14/2009 17:12,$220 ,,8/14/2009,,Excl Right,,8/17/2009,"$875,000 ",,,,No,No,"$875,000 ","$875,000 ",8/14/2009,$219.57 ,9,,,,,For Sale,,,048D728200700,,,8/4/2015,Public Records,REO,CA,8/17/2009,Two Story,94611-2444,1001,,,,,Emily Williams,1418386,,
23013541,WC,57,7251 SKYLINE BLVD,,OAKLAND,2611,"$894,000 ",,DE,4059,5,4,1,N,2,1984,0.25,"11,103",,,,29,048F737704000,,Yes,RESIDENTIAL,,,3%,,Alameda,58,58,6/20/2003,,No,3,0,,No,,4/23/2003 22:00,$220 ,,4/24/2003,,Excl Right,,6/20/2003,"$929,000 ",,No,0,No,No,"$929,000 ","$894,000 ",,$220.25 ,10,,,,,For Sale,,,048F737704000,0,0,7/1/2016,Public Records,,CA,6/20/2003,Three or More Stories,94611,,,,,,MAUREEN CONNOR,1108687,,
27242934,WC,113,1919 ASILOMAR DR,,OAKLAND,2611,"$895,000 ",,DE,4408,7,5,1,Y,1,1991,0,0,,,,22,48E-7337-8,,Yes,RESIDENTIAL,,,2.5,,Alameda,114,114,12/11/1997,,No,5,0,,No,,8/19/1997 22:00,$203 ,,8/20/1997,,Excl Right,,12/11/1997,"$895,000 ",,No,0,No,No,$0 ,"$895,000 ",,$203.04 ,11,,,,,For Sale,,,048E733700800,0,0,2/17/2015,Public Records,,CA,12/11/1997,Tri-Level,94611,,,,,,JOAN STOCKMAN,,,
